interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;6.86;0;5.00;1;1;2.43;6.86
0.00;30.00;120.00;6.91;1;5.00;1;2;18.80;6.91
0.00;30.00;120.00;7.52;2;5.00;1;2;3.10;7.52
0.00;30.00;120.00;6.28;3;5.00;1;2;28.96;6.28
0.00;30.00;120.00;6.18;4;5.00;1;1;2.70;6.18
0.00;30.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;5.43;6;5.00;1;1;3.07;5.43
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;240.00;9.34;8;5.00;2;2;3.57;9.34
0.00;30.00;120.00;9.43;9;12.00;1;1;4.24;9.43
0.00;30.00;840.00;3.81;10;7.00;7;7;37.22;6.07
0.00;30.00;600.00;3.22;11;5.00;5;5;25.86;5.83
0.00;30.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.35;13;5.00;1;1;1.78;9.35
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;16.25;110;5.00;3;4;5.74;16.26
0.00;30.00;0.00;-1.00;111;-1.00;0;1;0.21;-1.00
0.00;30.00;720.00;8.64;112;5.00;6;6;11.57;11.39
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;16;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;20;-1.00;0;1;1.18;-1.00
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;14.59;23;5.00;8;8;9.14;14.70
0.00;30.00;120.00;8.95;24;5.00;1;1;1.86;8.95
