step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;21830466;0;1;85;245;16.47;1.16;-1.00;0.00;85;0;0.00;160
0;0;21830496;0;1;100;245;15.49;1.07;-1.00;0.15;100;0;1.00;145
0;0;21830497;0;0;119;245;14.65;1.00;-1.00;0.45;119;0;2.00;126
0;0;21830498;0;1;133;245;13.66;0.92;-1.00;0.71;133;0;3.00;112
0;0;21830500;0;3;148;245;12.39;0.83;-1.00;1.05;148;0;4.00;97
0;0;21830501;0;4;153;245;11.58;0.78;-1.00;1.18;153;0;5.00;92
0;0;21830502;0;4;168;245;10.72;0.71;-1.00;1.61;168;0;6.00;77
0;0;21830504;0;14;175;245;10.24;0.68;-1.00;1.82;175;0;7.00;70
0;0;21830505;0;19;187;246;9.54;0.63;-1.00;2.22;187;0;8.00;59
0;0;21830508;0;21;192;247;9.31;0.62;-1.00;2.40;192;0;9.00;55
0;0;21830512;0;21;201;247;9.08;0.60;-1.00;2.74;201;0;10.00;46
0;0;21830514;0;23;204;248;9.06;0.60;-1.00;2.81;204;0;11.00;44
2;0;21830516;2;28;208;248;8.77;0.57;12.00;2.99;206;0;12.00;40
2;0;21830519;2;30;212;248;8.53;0.56;12.00;3.17;210;0;13.00;36
2;0;21830521;2;38;216;248;8.49;0.55;12.00;3.38;214;0;14.00;32
2;0;21830523;2;46;220;252;8.36;0.54;12.00;3.46;218;0;15.00;32
2;0;21830527;2;46;225;252;8.22;0.53;12.00;3.64;223;0;16.00;27
2;0;21830530;2;50;227;252;8.15;0.52;12.00;3.76;225;0;17.00;25
2;0;21830532;2;60;229;255;8.12;0.52;12.00;3.81;227;0;18.00;26
3;0;21830535;3;64;234;255;7.98;0.51;14.33;4.13;231;0;19.00;21
5;0;21830538;5;67;236;255;8.01;0.51;16.60;4.27;231;0;20.00;19
5;0;21830541;5;70;241;259;8.18;0.52;16.60;4.28;236;0;21.00;18
6;0;21830545;6;74;242;260;8.20;0.52;17.33;4.27;236;0;22.00;18
6;0;21830549;6;78;244;260;8.13;0.51;17.33;4.42;238;0;23.00;16
6;0;21830551;6;81;247;264;8.11;0.51;17.33;4.47;241;0;24.00;17
6;0;21830555;6;84;250;264;8.04;0.50;17.33;4.62;244;0;25.00;14
6;0;21830557;6;86;250;264;8.14;0.51;17.33;4.62;244;0;26.00;14
6;0;21830562;6;84;251;265;8.22;0.51;17.33;4.71;245;0;27.00;14
6;0;21830566;6;87;252;265;8.28;0.51;17.33;4.70;246;0;28.00;13
6;0;21830569;6;89;257;271;8.31;0.51;17.33;4.63;251;0;29.00;14
7;0;21830574;7;90;259;271;8.42;0.52;19.14;4.77;252;0;30.00;12
8;0;21830579;8;92;260;272;8.44;0.52;20.25;4.76;252;0;31.00;12
8;0;21830582;8;94;260;272;8.57;0.53;20.25;4.76;252;0;32.00;12
9;0;21830585;9;96;261;272;8.62;0.53;21.67;4.87;252;0;33.00;11
9;0;21830589;9;100;263;272;8.67;0.54;21.67;5.02;254;0;34.00;9
10;0;21830592;10;105;264;272;8.69;0.54;23.00;5.13;254;0;35.00;8
11;0;21830597;11;107;274;284;8.87;0.55;23.55;4.95;263;0;36.00;10
11;0;21830602;11;109;275;284;8.83;0.55;23.55;4.96;264;0;37.00;9
12;0;21830605;12;110;276;284;8.70;0.54;24.33;5.08;264;0;38.00;8
12;0;21830609;12;112;276;284;8.55;0.53;24.33;5.08;264;0;39.00;8
14;0;21830614;14;116;277;284;8.28;0.52;26.07;5.17;263;0;40.00;7
14;0;21830617;14;120;278;284;8.11;0.51;26.07;5.24;264;0;41.00;6
15;0;21830620;15;123;284;288;8.04;0.50;26.67;5.21;269;0;42.00;4
16;0;21830625;16;127;285;288;7.88;0.49;27.31;5.22;269;0;43.00;3
18;0;21830629;18;133;288;292;7.72;0.48;28.00;5.18;270;0;44.00;4
19;0;21830634;19;134;290;294;7.60;0.47;28.79;5.14;271;0;45.00;4
19;0;21830637;19;135;290;294;7.36;0.46;28.79;5.14;271;0;46.00;4
19;0;21830640;19;139;291;294;7.32;0.46;28.79;5.14;272;0;47.00;3
19;0;21830644;19;143;302;307;7.60;0.47;28.79;4.95;283;0;48.00;5
19;0;21830649;19;145;302;307;7.48;0.47;28.79;4.95;283;0;49.00;5
19;0;21830651;19;145;302;307;7.43;0.47;28.79;4.95;283;0;50.00;5
19;0;21830655;19;146;303;308;7.46;0.47;28.79;4.94;284;0;51.00;5
20;0;21830657;20;146;304;309;7.46;0.47;29.90;4.92;284;0;52.00;5
21;0;21830663;21;150;304;309;7.43;0.46;30.10;4.92;283;0;53.00;5
23;0;21830666;23;153;306;312;7.45;0.46;30.52;4.89;283;0;54.00;6
24;0;21830670;24;153;306;312;7.42;0.46;31.54;4.89;282;0;55.00;6
25;0;21830672;25;141;307;312;7.44;0.46;32.52;4.88;282;0;56.00;5
26;0;21830677;26;139;307;312;7.38;0.46;32.54;4.88;281;0;57.00;5
28;0;21830680;28;139;312;318;7.38;0.45;34.21;4.82;284;0;58.00;6
28;0;21830684;28;141;312;318;7.43;0.46;34.21;4.82;284;0;59.00;6
28;0;21830689;28;143;312;318;7.46;0.46;34.21;4.82;284;0;60.00;6
29;0;21830694;29;146;313;318;7.44;0.46;35.14;4.82;284;0;61.00;5
29;0;21830696;29;149;317;322;7.43;0.46;35.14;4.77;288;0;62.00;5
29;0;21830699;29;153;318;323;7.57;0.47;35.14;4.75;289;0;63.00;5
31;0;21830702;31;155;318;323;7.59;0.46;36.65;4.75;287;0;64.00;5
31;0;21830705;31;156;319;324;7.63;0.47;36.65;4.74;288;0;65.00;5
31;0;21830709;31;157;319;324;7.67;0.47;36.65;4.74;288;0;66.00;5
32;0;21830713;32;145;319;324;7.73;0.47;37.34;4.74;287;0;67.00;5
34;0;21830717;34;140;319;324;7.81;0.47;37.91;4.74;285;0;68.00;5
35;0;21830720;35;136;319;324;7.89;0.48;38.80;4.74;284;0;69.00;5
35;0;21830723;35;133;319;324;8.07;0.49;38.80;4.74;284;0;70.00;5
37;0;21830727;37;131;319;324;8.23;0.50;39.97;4.74;282;0;71.00;5
37;0;21830730;37;136;351;394;8.44;0.52;39.97;4.31;314;0;72.00;43
37;0;21830739;37;129;352;395;8.59;0.52;39.97;4.30;315;0;73.00;43
