step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;22730770;0;1;88;245;16.08;1.13;-1.00;0.00;88;0;0.00;157
0;0;22730798;0;1;102;245;15.08;1.04;-1.00;0.14;102;0;1.00;143
0;0;22730799;0;1;123;245;14.40;0.98;-1.00;0.46;123;0;2.00;122
0;0;22730800;0;3;134;245;13.51;0.91;-1.00;0.66;134;0;3.00;111
0;0;22730801;0;4;148;245;12.47;0.84;-1.00;0.98;148;0;4.00;97
0;0;22730803;0;5;157;245;11.62;0.78;-1.00;1.21;157;0;5.00;88
0;0;22730804;0;7;169;245;10.77;0.72;-1.00;1.55;169;0;6.00;76
0;0;22730806;0;14;175;245;10.14;0.67;-1.00;1.74;175;0;7.00;70
0;0;22730807;0;19;185;246;9.55;0.63;-1.00;2.08;185;0;8.00;61
0;0;22730810;0;21;190;247;9.29;0.61;-1.00;2.26;190;0;9.00;57
0;0;22730813;0;24;197;247;9.14;0.60;-1.00;2.53;197;0;10.00;50
0;0;22730815;0;26;203;248;8.91;0.59;-1.00;2.73;203;0;11.00;45
1;0;22730817;1;31;210;248;8.71;0.57;12.00;3.04;209;0;12.00;38
2;0;22730819;2;35;214;248;8.52;0.55;12.50;3.23;212;0;13.00;34
2;0;22730822;2;38;216;248;8.52;0.55;12.50;3.33;214;0;14.00;32
2;0;22730824;2;48;224;252;8.33;0.54;12.50;3.62;222;0;15.00;28
2;0;22730827;2;49;225;252;8.29;0.53;12.50;3.68;223;0;16.00;27
2;0;22730830;2;55;229;252;8.21;0.52;12.50;3.91;227;0;17.00;23
2;0;22730832;2;58;231;255;8.12;0.52;12.50;4.03;229;0;18.00;24
2;0;22730835;2;66;232;255;8.17;0.52;12.50;4.09;230;0;19.00;23
3;0;22730838;3;69;236;255;8.11;0.51;15.00;4.20;233;0;20.00;19
5;0;22730840;5;75;242;259;8.11;0.51;17.20;4.29;237;0;21.00;17
