interval_begin;interval_end;interval_flow;interval_harmonicMeanSpeed;interval_id;interval_length;interval_nVehContrib;interval_nVehEntered;interval_occupancy;interval_speed
0.00;30.00;120.00;6.50;0;5.00;1;2;20.05;6.50
0.00;30.00;120.00;6.90;1;5.00;1;2;25.80;6.90
0.00;30.00;120.00;6.52;2;5.00;1;2;32.09;6.52
0.00;30.00;120.00;6.65;3;5.00;1;2;44.13;6.65
0.00;30.00;120.00;4.61;4;5.00;1;1;3.62;4.61
0.00;30.00;0.00;-1.00;5;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;4.77;6;5.00;1;1;3.49;4.77
0.00;30.00;0.00;-1.00;7;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.79;8;5.00;1;1;1.70;9.79
0.00;30.00;120.00;8.38;9;12.00;1;1;4.78;8.38
0.00;30.00;840.00;3.22;10;6.00;7;7;39.54;6.57
0.00;30.00;480.00;2.30;11;5.00;4;4;29.04;6.51
0.00;30.00;0.00;-1.00;12;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;9.59;13;5.00;1;1;1.74;9.59
0.00;30.00;0.00;-1.00;14;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;15;-1.00;0;0;0.00;-1.00
0.00;30.00;480.00;15.81;110;5.00;4;4;4.22;15.83
0.00;30.00;0.00;-1.00;111;-1.00;0;0;0.00;-1.00
0.00;30.00;600.00;13.94;112;5.00;5;5;5.98;13.95
0.00;30.00;0.00;-1.00;113;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;16;-1.00;0;1;3.38;-1.00
0.00;30.00;0.00;-1.00;17;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;18;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;19;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;20;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;21;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;22;-1.00;0;0;0.00;-1.00
0.00;30.00;960.00;15.17;23;5.00;8;8;8.79;15.23
0.00;30.00;120.00;8.97;24;5.00;1;1;1.86;8.97
0.00;30.00;120.00;9.74;25;5.00;1;1;1.71;9.74
0.00;30.00;0.00;-1.00;26;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;4.90;28;5.00;1;2;17.18;4.90
0.00;30.00;120.00;5.38;29;5.00;1;1;3.10;5.38
0.00;30.00;120.00;4.85;30;5.00;1;2;37.22;4.85
0.00;30.00;120.00;4.21;31;5.00;1;1;3.96;4.21
0.00;30.00;240.00;19.20;150;5.00;2;2;1.74;19.28
0.00;30.00;120.00;19.53;151;12.00;1;1;2.05;19.53
0.00;30.00;600.00;5.88;152;6.40;5;5;25.97;10.13
0.00;30.00;1080.00;14.58;153;5.78;9;9;11.74;14.73
0.00;30.00;0.00;-1.00;32;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;21.59;33;5.00;1;1;0.77;21.59
0.00;30.00;0.00;-1.00;34;-1.00;0;0;0.00;-1.00
0.00;30.00;360.00;13.79;36;5.00;3;3;3.63;14.43
0.00;30.00;720.00;16.01;37;5.00;6;7;6.76;16.12
0.00;30.00;120.00;4.44;38;5.00;1;1;3.75;4.44
0.00;30.00;0.00;-1.00;40;-1.00;0;0;0.00;-1.00
0.00;30.00;0.00;-1.00;41;-1.00;0;0;0.00;-1.00
0.00;30.00;120.00;20.70;42;5.00;1;1;0.81;20.70
0.00;30.00;0.00;-1.00;43;-1.00;0;0;0.00;-1.00
