step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;624639454;0;1;85;245;16.58;1.17;-1.00;0.00;85;0;0.00;160
0;0;624639484;0;1;97;245;15.80;1.09;-1.00;0.12;97;0;1.00;148
0;0;624639485;0;0;117;245;15.15;1.03;-1.00;0.44;117;0;2.00;128
0;0;624639486;0;1;131;245;14.25;0.96;-1.00;0.72;131;0;3.00;114
0;0;624639487;0;1;146;245;13.07;0.87;-1.00;1.05;146;0;4.00;99
0;0;624639489;0;4;154;245;12.09;0.81;-1.00;1.26;154;0;5.00;91
0;0;624639490;0;5;169;245;11.05;0.73;-1.00;1.68;169;0;6.00;76
0;0;624639492;0;11;174;245;10.34;0.68;-1.00;1.83;174;0;7.00;71
0;0;624639494;0;14;183;246;9.52;0.63;-1.00;2.14;183;0;8.00;63
0;0;624639496;0;17;187;247;9.25;0.61;-1.00;2.28;187;0;9.00;60
0;0;624639498;0;24;198;247;8.86;0.58;-1.00;2.71;198;0;10.00;49
1;0;624639500;1;29;202;248;8.59;0.57;11.00;2.83;201;0;11.00;46
1;0;624639502;1;29;206;248;8.55;0.56;11.00;3.00;205;0;12.00;42
1;0;624639505;1;30;212;248;8.57;0.56;11.00;3.29;211;0;13.00;36
2;0;624639507;2;36;217;248;8.43;0.55;12.50;3.53;215;0;14.00;31
2;0;624639510;2;39;223;252;8.32;0.54;12.50;3.72;221;0;15.00;29
2;0;624639513;2;42;227;252;8.25;0.53;12.50;3.93;225;0;16.00;25
3;0;624639516;3;47;230;252;8.21;0.53;14.00;4.07;227;0;17.00;22
3;0;624639520;3;56;231;255;8.17;0.52;14.00;4.07;228;0;18.00;24
3;0;624639523;3;67;237;255;8.08;0.51;14.00;4.38;234;0;19.00;18
4;0;624639525;4;70;237;255;8.06;0.51;15.50;4.38;233;0;20.00;18
4;0;624639529;4;73;243;259;8.30;0.52;15.50;4.46;239;0;21.00;16
6;0;624639532;6;77;244;260;8.32;0.52;17.50;4.44;238;0;22.00;16
6;0;624639536;6;81;245;260;8.38;0.53;17.50;4.52;239;0;23.00;15
6;0;624639539;6;87;248;264;8.39;0.53;17.50;4.56;242;0;24.00;16
7;0;624639542;7;89;251;264;8.47;0.53;18.57;4.71;244;0;25.00;13
7;0;624639545;7;91;251;264;8.63;0.54;18.57;4.71;244;0;26.00;13
7;0;624639549;7;90;252;265;8.62;0.54;18.57;4.70;245;0;27.00;13
7;0;624639552;7;92;252;265;8.63;0.54;18.57;4.70;245;0;28.00;13
7;0;624639555;7;94;257;271;8.52;0.53;18.57;4.63;250;0;29.00;14
7;0;624639562;7;96;259;271;8.36;0.52;18.57;4.83;252;0;30.00;12
7;0;624639565;7;100;261;272;8.11;0.50;18.57;4.86;254;0;31.00;11
8;0;624639568;8;104;261;272;7.99;0.49;19.88;4.86;253;0;32.00;11
8;0;624639571;8;103;262;272;7.94;0.49;19.88;4.97;254;0;33.00;10
10;0;624639575;10;109;263;272;7.80;0.48;22.70;5.01;253;0;34.00;9
11;0;624639578;11;112;263;272;7.77;0.48;23.27;5.01;252;0;35.00;9
11;0;624639581;11;115;274;284;8.06;0.50;23.27;4.94;263;0;36.00;10
11;0;624639587;11;119;275;284;8.06;0.50;23.27;5.05;264;0;37.00;9
11;0;624639590;11;123;277;284;7.99;0.50;23.27;5.26;266;0;38.00;7
11;0;624639593;11;123;277;284;7.91;0.49;23.27;5.26;266;0;39.00;7
12;0;624639597;12;126;278;284;7.77;0.49;24.33;5.28;266;0;40.00;6
13;0;624639600;13;127;279;284;7.67;0.48;25.23;5.35;266;0;41.00;5
13;0;624639603;13;129;283;288;7.73;0.48;25.23;5.29;270;0;42.00;5
13;0;624639607;13;133;284;288;7.65;0.48;25.23;5.29;271;0;43.00;4
13;0;624639610;13;138;288;292;7.54;0.47;25.23;5.29;275;0;44.00;4
15;0;624639613;15;139;289;294;7.32;0.46;26.07;5.27;274;0;45.00;5
16;0;624639616;16;143;290;294;7.09;0.44;27.13;5.29;274;0;46.00;4
16;0;624639620;16;142;292;294;7.05;0.44;27.13;5.27;276;0;47.00;2
18;0;624639622;18;149;302;307;7.27;0.45;29.06;5.10;284;0;48.00;5
18;0;624639627;18;150;303;307;7.22;0.45;29.06;5.08;285;0;49.00;4
19;0;624639630;19;148;303;307;7.10;0.44;30.05;5.08;284;0;50.00;4
21;0;624639633;21;148;304;308;7.05;0.44;31.14;5.07;283;0;51.00;4
22;0;624639636;22;149;305;309;7.05;0.44;32.05;5.06;283;0;52.00;4
22;0;624639640;22;152;305;309;7.13;0.44;32.05;5.06;283;0;53.00;4
23;0;624639643;23;156;307;312;7.21;0.45;31.43;5.02;284;0;54.00;5
23;0;624639646;23;158;307;312;7.21;0.45;31.43;5.02;284;0;55.00;5
23;0;624639649;23;146;308;312;7.27;0.45;31.43;5.01;285;0;56.00;4
23;0;624639653;23;142;308;312;7.26;0.45;31.43;5.01;285;0;57.00;4
24;0;624639656;24;143;313;318;7.34;0.46;32.54;4.95;289;0;58.00;5
27;0;624639660;27;142;313;318;7.27;0.45;34.37;4.95;286;0;59.00;5
29;0;624639665;29;144;313;318;7.28;0.45;36.14;4.95;284;0;60.00;5
29;0;624639668;29;149;313;318;7.38;0.45;36.14;4.95;284;0;61.00;5
29;0;624639672;29;148;317;322;7.44;0.46;36.14;4.90;288;0;62.00;5
30;0;624639676;30;150;318;323;7.63;0.47;35.63;4.88;288;0;63.00;5
33;0;624639681;33;150;318;323;7.68;0.47;37.88;4.88;285;0;64.00;5
33;0;624639685;33;150;319;324;7.88;0.48;37.88;4.87;286;0;65.00;5
33;0;624639688;33;154;319;324;7.89;0.48;37.88;4.87;286;0;66.00;5
34;0;624639691;34;145;319;324;7.97;0.49;38.74;4.87;285;0;67.00;5
35;0;624639695;35;140;319;324;8.01;0.49;39.40;4.87;284;0;68.00;5
35;0;624639698;35;135;319;324;8.04;0.49;39.40;4.87;284;0;69.00;5
35;0;624639701;35;131;319;324;8.15;0.50;39.40;4.87;284;0;70.00;5
36;0;624639704;36;129;319;324;8.28;0.50;40.28;4.87;283;0;71.00;5
37;0;624639708;37;133;351;394;8.42;0.52;41.11;4.43;314;0;72.00;43
39;0;624639718;39;126;352;395;8.50;0.52;42.21;4.42;313;0;73.00;43
39;0;624639722;39;119;359;395;8.87;0.54;42.21;4.37;320;0;74.00;36
39;0;624639725;39;117;363;395;9.14;0.56;42.21;4.36;324;0;75.00;32
39;0;624639729;39;116;366;395;9.42;0.57;42.21;4.35;327;0;76.00;29
39;0;624639732;39;115;367;395;9.59;0.58;42.21;4.35;328;0;77.00;28
40;1;624639736;40;116;370;395;9.71;0.59;43.10;4.37;330;1;78.00;25
40;1;624639761;40;116;372;395;9.82;0.60;43.10;4.38;332;1;79.00;23
41;1;624639765;41;120;374;396;9.81;0.59;44.00;4.40;333;1;80.00;22
42;1;624639769;42;116;377;397;9.84;0.60;44.43;4.44;335;1;81.00;20
42;1;624639773;42;117;379;397;9.80;0.59;44.43;4.44;337;1;82.00;18
42;1;624639777;42;124;385;401;9.68;0.58;44.43;4.44;343;1;83.00;16
42;1;624639783;42;123;386;401;9.72;0.59;44.43;4.44;344;1;84.00;15
42;1;624639787;42;125;386;401;9.70;0.59;44.43;4.44;344;1;85.00;15
42;1;624639791;42;123;386;401;9.57;0.58;44.43;4.44;344;1;86.00;15
43;1;624639795;43;124;391;407;9.47;0.57;45.42;4.40;348;1;87.00;16
44;1;624639799;44;125;391;407;9.37;0.57;46.39;4.40;347;1;88.00;16
44;1;624639803;44;127;391;407;9.25;0.56;46.39;4.40;347;1;89.00;16
45;1;624639809;45;127;395;413;9.29;0.56;47.27;4.35;350;1;90.00;18
50;1;624639814;50;131;395;413;9.11;0.55;51.42;4.35;345;1;91.00;18
51;1;624639818;51;132;397;413;9.08;0.55;52.22;4.34;346;1;92.00;16
51;1;624639822;51;131;398;414;8.93;0.55;52.22;4.33;347;1;93.00;16
53;1;624639827;53;130;399;415;8.81;0.54;53.79;4.33;346;1;94.00;16
54;1;624639832;54;130;399;415;8.79;0.54;54.56;4.33;345;1;95.00;16
56;1;624639836;56;134;410;428;8.62;0.53;56.04;4.21;354;1;96.00;18
58;1;624639842;58;132;410;428;8.69;0.53;56.10;4.21;352;1;97.00;18
61;1;624639846;61;135;410;428;8.76;0.54;58.10;4.21;349;1;98.00;18
62;1;624639851;62;131;411;429;8.88;0.54;58.69;4.20;349;1;99.00;18
63;1;624639856;63;130;411;429;8.98;0.55;59.35;4.20;348;1;100.00;18
63;1;624639865;63;128;414;433;9.12;0.56;59.35;4.18;351;1;101.00;19
65;1;624639869;65;121;414;433;9.27;0.57;60.23;4.18;349;1;102.00;19
65;1;624639874;65;117;418;437;9.29;0.57;60.23;4.15;353;1;103.00;19
67;1;624639879;67;111;418;437;9.47;0.58;61.48;4.15;351;1;104.00;19
67;1;624639884;67;107;420;437;9.57;0.59;61.48;4.32;353;1;105.00;17
69;1;624639889;69;99;420;437;9.66;0.59;62.67;4.32;351;1;106.00;17
70;1;624639894;70;92;420;437;9.73;0.59;63.30;4.32;350;1;107.00;17
71;1;624639899;71;90;430;449;9.82;0.60;63.87;4.22;359;1;108.00;19
71;1;624639906;71;88;431;449;9.94;0.61;63.87;4.21;360;1;109.00;18
72;1;624639910;72;82;432;449;10.06;0.62;64.01;4.21;360;1;110.00;17
73;1;624639915;73;78;432;449;10.21;0.63;64.66;4.21;359;1;111.00;17
74;1;624639919;74;82;432;449;10.42;0.64;65.27;4.21;358;1;112.00;17
74;1;624639924;74;79;432;449;10.57;0.65;65.27;4.21;358;1;113.00;17
76;1;624639930;76;76;433;450;10.67;0.65;66.53;4.20;357;1;114.00;17
77;1;624639935;77;74;433;450;10.77;0.66;67.10;4.20;356;1;115.00;17
77;1;624639941;77;74;438;456;10.96;0.67;67.10;4.16;361;1;116.00;18
78;1;624639947;78;73;439;457;11.03;0.67;67.74;4.42;361;1;117.00;18
78;1;624639952;78;73;440;457;11.18;0.68;67.74;4.41;362;1;118.00;17
78;1;624639957;78;77;440;457;11.19;0.69;67.74;4.41;362;1;119.00;17
79;1;624639965;79;80;445;462;11.30;0.69;68.37;4.63;366;1;120.00;17
80;1;624639972;80;82;447;462;11.32;0.69;69.03;4.83;367;1;121.00;15
81;1;624639978;81;82;447;462;11.31;0.69;69.65;4.83;366;1;122.00;15
