tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
13.00;48484723_1;142.71;18.45;0.00;0.00;48484828#4_1;110.37;19.24;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;13.00;7.1122.0;0;237.36;1.15;0.00;0.60;taxi;;0;0.00;34714.943059;203.433228;1.743207;12.779386;0.548832;0;14.922386
15.00;53292332#0_0;29.81;13.41;0.00;0.00;240384794_0;46.76;12.37;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;15.00;0.122.0;1;157.44;1.31;0.00;5.44;passenger;;0;0.00;66357.651132;1020.595842;6.234964;28.170524;1.320016;0;28.524081
19.00;48484723_1;142.71;17.80;0.00;0.00;48484828#4_1;0.00;19.10;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;19.00;0.162.0;0;347.73;1.15;0.00;0.72;passenger;;0;0.00;35533.059759;226.972488;1.835948;13.157182;0.570240;0;15.274052
20.00;53292332#0_0;29.81;13.57;0.00;0.00;--199263543_0;30.29;14.38;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;20.00;0.82.0;1;194.63;1.29;0.00;7.24;passenger;;0;0.00;72353.273481;1160.943045;7.003262;30.299416;1.373741;0;31.101462
20.00;53283046#0_0;165.89;20.26;0.00;0.00;192483968#1_0;0.00;20.89;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;20.00;0.182.0;0;368.27;1.25;0.00;2.33;passenger;;0;0.00;88274.505355;1105.290264;7.182131;36.470417;1.804971;0;37.944969
22.00;53283046#0_0;165.89;20.36;1.00;1.00;192483968#1_0;0.00;17.95;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;21.00;7.1132.0;0;368.27;1.29;0.00;3.37;taxi;;0;0.00;101516.813866;1255.176678;8.174119;41.790983;2.052074;0;43.637222
24.00;53281543_0;136.33;12.54;0.00;0.00;408074469#0_2;0.00;19.48;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;24.00;1.292.0;1;313.79;1.17;0.00;2.99;passenger;;0;0.00;56685.129688;637.354347;4.182238;22.123490;0.920911;0;24.366481
32.00;775830384_1;114.22;22.46;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;32.00;0.281.0;1;403.47;1.39;0.00;13.42;passenger;;1;3.00;152361.438003;2394.748595;14.601169;64.395335;3.197814;0;65.493058
32.00;28639939#0_0;139.89;17.80;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;32.00;0.283.0;1;333.86;1.33;0.00;14.12;passenger;;2;2.00;136939.931662;2456.416607;14.485534;59.078536;2.891946;0;58.864193
32.00;48484723_1;142.71;19.59;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;29.00;2.150.0;0;335.63;1.20;0.00;11.48;bus;;0;0.00;676585.401819;1004.881298;195.253427;5139.628264;107.898172;0;288.557298
