tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
13.00;48484723_1;142.71;19.10;0.00;0.00;48484828#4_1;109.55;19.45;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;13.00;7.1122.0;0;238.18;1.17;0.00;0.41;taxi;;0;0.00;36030.225181;221.345413;1.871600;13.322512;0.584732;0;15.487759
20.00;48484723_1;142.71;17.37;0.00;0.00;48484828#4_1;0.00;18.56;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;20.00;0.162.0;0;347.73;1.11;0.00;0.88;passenger;;0;0.00;42108.659739;228.819191;2.004751;15.382130;0.637895;0;18.100628
21.00;53292332#0_0;29.81;14.43;0.00;0.00;--199263543_0;37.02;14.74;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;187.90;1.33;0.00;9.02;passenger;;0;0.00;78761.576784;1420.446807;8.338382;33.408595;1.538869;0;33.856160
22.00;53283046#0_0;165.89;16.34;0.00;0.00;192483968#1_0;0.00;17.55;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;22.00;0.182.0;0;368.27;1.05;0.00;0.84;passenger;;0;0.00;51361.410529;435.845893;3.191079;19.907689;0.879051;0;22.077905
24.00;53283046#0_0;165.89;19.10;1.00;1.00;192483968#1_0;0.00;15.81;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;23.00;7.1132.0;0;368.27;1.22;0.00;4.11;taxi;;0;0.00;75861.575556;870.870110;5.788950;30.981762;1.468928;0;32.609286
31.00;48484723_1;142.71;19.83;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;28.00;2.150.0;0;335.63;1.20;0.00;10.42;bus;;0;0.00;671628.686242;979.931097;186.375541;5075.920513;105.273326;0;286.443743
32.00;53281543_0;136.33;12.97;0.00;0.00;408074469#0_2;0.00;20.58;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;32.00;1.292.0;1;313.79;1.23;0.00;12.60;passenger;;2;5.00;86551.697955;1614.681884;9.416641;36.246308;1.702809;0;37.204877
34.00;775830384_1;114.22;19.58;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;34.00;0.281.0;1;403.47;1.24;0.00;13.25;passenger;;1;4.00;141090.996585;2247.275744;13.613744;58.621543;2.813670;0;60.648676
34.00;28639939#0_0;139.89;15.22;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;34.00;0.283.0;1;333.86;1.18;0.00;13.57;passenger;;2;2.00;120961.598718;2082.874365;12.372126;50.965770;2.389362;0;51.996035
36.00;53283046#0_1;165.89;19.78;7.00;7.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.21;bus;;0;0.00;662473.990627;963.097439;181.095865;5003.154767;103.394308;0;282.538093
