tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
11.00;53283046#0_0;165.89;19.33;0.00;0.00;192483968#1_0;158.23;20.55;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;11.00;7.1132.0;0;210.04;1.23;0.00;0.43;taxi;;0;0.00;22891.455814;168.524651;1.320641;8.603707;0.397237;0;9.839986
12.00;48484723_1;142.71;19.57;0.00;0.00;48484828#4_1;121.52;20.40;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;226.21;1.22;0.00;0.51;taxi;;0;0.00;24320.028578;130.426737;1.152083;8.780883;0.382665;0;10.454088
17.00;53292332#0_0;29.81;10.69;0.00;0.00;240384794_0;69.55;0.82;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;17.00;0.122.0;1;134.65;1.06;0.00;7.01;passenger;;0;0.00;71893.317742;1417.981093;8.163086;30.807151;1.430354;0;30.903845
18.00;48484723_1;142.71;19.49;0.00;0.00;48484828#4_1;0.00;20.24;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;18.00;0.162.0;0;347.73;1.21;0.00;0.67;passenger;;0;0.00;45779.199334;289.397910;2.310257;16.748639;0.741112;0;19.678408
22.00;53292332#0_0;29.81;13.54;0.00;0.00;--199263543_0;32.49;13.92;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;22.00;0.82.0;1;192.43;1.25;0.00;9.09;passenger;;0;0.00;80062.587070;1439.616912;8.452220;33.725313;1.536646;0;34.415452
25.00;53283046#0_0;165.89;16.79;0.00;0.00;192483968#1_0;0.00;17.79;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;25.00;0.182.0;0;368.27;1.07;0.00;3.40;passenger;;0;0.00;84942.405003;816.245586;5.642398;33.281950;1.461697;0;36.512853
30.00;53281543_0;136.33;12.62;0.00;0.00;408074469#0_2;0.00;20.44;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;30.00;1.292.0;1;313.79;1.23;0.00;10.21;passenger;;1;3.00;80179.943396;1247.180844;7.564412;32.707997;1.468219;0;34.465901
30.00;48484723_1;142.71;19.85;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;9.78;bus;;0;0.00;678517.034393;981.665835;187.215880;5112.622258;105.643297;0;289.384359
34.00;28639939#0_0;139.89;15.07;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;34.00;0.283.0;1;333.86;1.09;0.00;11.87;passenger;;1;4.00;124021.073293;1984.287034;12.003336;52.301912;2.458929;0;53.311025
35.00;53283046#0_1;165.89;19.54;5.00;5.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;30.00;3.450.0;0;356.19;1.20;0.00;11.63;bus;;0;0.00;690961.741362;1022.787758;197.147367;5244.720267;109.780290;0;294.687916
