step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;626238151;0;1;85;245;16.38;1.16;-1.00;0.00;85;0;0.00;160
0;0;626238179;0;0;95;245;15.58;1.08;-1.00;0.11;95;0;1.00;150
0;0;626238180;0;1;115;245;14.86;1.01;-1.00;0.43;115;0;2.00;130
0;0;626238182;0;2;128;245;13.87;0.94;-1.00;0.70;128;0;3.00;117
0;0;626238183;0;2;142;245;12.82;0.86;-1.00;1.02;142;0;4.00;103
0;0;626238184;0;6;151;245;11.98;0.81;-1.00;1.26;151;0;5.00;94
0;0;626238186;0;6;160;245;11.25;0.75;-1.00;1.52;160;0;6.00;85
0;0;626238188;0;14;168;245;10.38;0.70;-1.00;1.79;168;0;7.00;77
0;0;626238189;0;18;177;246;9.93;0.66;-1.00;2.10;177;0;8.00;69
0;0;626238191;0;18;182;247;9.61;0.64;-1.00;2.29;182;0;9.00;65
0;0;626238194;0;21;189;247;9.55;0.63;-1.00;2.54;189;0;10.00;58
1;0;626238196;1;25;195;248;9.17;0.60;11.00;2.75;194;0;11.00;53
1;0;626238198;1;25;198;248;9.04;0.59;11.00;2.89;197;0;12.00;50
1;0;626238200;1;29;202;248;9.00;0.59;11.00;3.09;201;0;13.00;46
1;0;626238202;1;33;207;248;8.93;0.58;11.00;3.35;206;0;14.00;41
1;0;626238205;1;38;211;252;8.94;0.58;11.00;3.44;210;0;15.00;41
1;0;626238208;1;42;214;252;8.83;0.57;11.00;3.62;213;0;16.00;38
1;0;626238210;1;46;216;252;8.71;0.56;11.00;3.74;215;0;17.00;36
2;0;626238213;2;48;219;255;8.67;0.55;14.50;3.85;217;0;18.00;36
2;0;626238216;2;55;223;255;8.61;0.55;14.50;4.13;221;0;19.00;32
2;0;626238218;2;56;224;255;8.65;0.55;14.50;4.16;222;0;20.00;31
3;0;626238221;3;62;233;259;8.73;0.55;16.67;4.46;230;0;21.00;26
4;0;626238224;4;67;235;260;8.81;0.55;18.00;4.52;231;0;22.00;25
4;0;626238227;4;71;240;260;8.65;0.54;18.00;4.91;236;0;23.00;20
4;0;626238230;4;75;244;264;8.49;0.53;18.00;4.95;240;0;24.00;20
5;0;626238233;5;80;245;264;8.48;0.53;19.40;4.93;240;0;25.00;19
5;0;626238235;5;80;246;264;8.49;0.53;19.40;5.02;241;0;26.00;18
6;0;626238238;6;84;248;265;8.56;0.53;20.00;5.09;242;0;27.00;17
6;0;626238241;6;85;249;265;8.58;0.53;20.00;5.18;243;0;28.00;16
