tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;48484723_1;142.71;20.06;0.00;0.00;48484828#4_1;120.17;20.54;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;227.56;1.23;0.00;0.34;taxi;;0;0.00;34888.445587;263.640030;2.044528;13.149808;0.610901;0;14.996938
21.00;53292332#0_0;29.81;12.77;0.00;0.00;--199263543_0;29.86;14.87;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;195.06;1.34;0.00;9.34;passenger;;0;0.00;77458.372765;1360.556950;8.033307;32.699453;1.496563;0;33.295969
21.00;48484723_1;142.71;16.89;0.00;0.00;48484828#4_1;0.00;17.26;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;21.00;0.162.0;0;347.73;1.04;0.00;0.83;passenger;;0;0.00;46263.047804;402.941474;2.933776;18.028062;0.797136;0;19.886350
21.00;53283046#0_0;165.89;21.48;0.00;0.00;192483968#1_0;0.00;21.89;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.31;0.00;3.74;passenger;;0;0.00;92860.957753;1168.962912;7.581130;38.244508;1.884181;0;39.916495
21.00;53281543_0;136.33;13.57;0.00;0.00;408074469#0_1;0.00;21.57;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;21.00;1.292.0;1;313.79;1.29;0.00;2.53;passenger;;0;0.00;48763.859289;563.259875;3.730061;19.579145;0.886941;0;20.961353
23.00;53283046#0_0;165.89;20.02;2.00;2.00;192483968#1_0;0.00;12.51;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;21.00;7.1132.0;0;368.27;1.24;0.00;2.74;taxi;;0;0.00;100988.176063;1107.436616;7.414920;40.694128;1.925263;0;43.410045
30.00;48484723_1;142.71;19.58;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;9.94;bus;;0;0.00;661531.157839;963.694357;185.009399;4994.807473;103.667030;0;282.139464
34.00;53283046#0_1;165.89;19.73;5.00;5.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;11.17;bus;;0;0.00;684319.025487;1010.710462;196.234953;5188.575528;108.615126;0;291.856967
35.00;28639939#0_0;139.89;15.46;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;35.00;0.283.0;1;333.86;1.12;0.00;13.63;passenger;;1;4.00;127335.289325;2481.414412;14.342829;54.361012;2.593791;0;54.735908
36.00;775830384_1;114.22;19.36;4.00;4.00;53281545#2_0;0.00;5.03;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;32.00;6.1161.0;1;398.70;1.21;0.00;10.99;taxi;;1;1.00;128461.056199;2013.221549;12.244083;52.872947;2.484302;0;55.219725
39.00;775830384_1;114.22;14.71;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;39.00;0.281.0;1;406.55;1.29;0.00;19.64;passenger;;1;4.00;161103.871861;2663.634575;16.001857;68.712861;3.304309;0;69.251135
40.00;28639939#0_0;139.89;17.72;5.00;5.00;53281545#2_0;0.00;1.26;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;35.00;6.1162.0;1;341.71;1.30;0.00;16.36;taxi;;0;0.00;153238.870231;2721.081464;16.043803;64.549122;3.015480;0;65.870686
41.00;37022128_0;106.30;18.15;3.00;3.00;53281545#2_0;0.00;9.28;vehroute_0.285.0 tripinfo_0.285.0 routing_0.285.0 emissions_0.285.0;38.00;0.285.0;1;397.92;1.11;0.00;15.68;passenger;;1;1.00;158279.593895;2584.720018;15.548329;66.816615;3.153344;0;68.037230
43.00;775830384_1;114.22;19.29;21.00;0.43;53281545#2_1;0.00;20.04;vehroute_0.281.1 tripinfo_0.281.1 routing_0.281.1 emissions_0.281.1;22.00;0.281.1;1;398.70;1.20;0.00;1.33;passenger;;0;0.00;73087.021775;788.165592;5.357934;29.377486;1.402702;0;31.416654
45.00;53292419_0;342.11;13.11;0.00;0.00;--199263543_0;68.70;13.79;vehroute_0.83.0 tripinfo_0.83.0 routing_0.83.0 emissions_0.83.0;45.00;0.83.0;1;515.85;1.29;0.00;11.68;passenger;;0;0.00;144423.580915;2106.741769;12.996965;59.159835;2.626180;0;62.081344
46.00;-292382413_0;152.29;11.09;2.00;2.00;53281545#2_1;0.00;13.42;vehroute_0.284.0 tripinfo_0.284.0 routing_0.284.0 emissions_0.284.0;44.00;0.284.0;1;410.56;1.03;0.00;13.93;passenger;;1;3.00;140401.702784;2239.874011;13.514327;58.040057;2.567932;0;60.352614
46.00;37022128_0;106.30;19.60;9.00;9.00;53281545#2_0;0.00;1.25;vehroute_6.1164.0 tripinfo_6.1164.0 routing_6.1164.0 emissions_6.1164.0;37.00;6.1164.0;1;397.92;1.20;0.00;15.82;taxi;;0;0.00;167649.207315;3000.745408;17.683256;71.047213;3.401065;0;72.064948
49.00;-292382413_0;152.29;12.77;7.00;7.00;53281545#2_0;0.00;1.25;vehroute_6.1163.0 tripinfo_6.1163.0 routing_6.1163.0 emissions_6.1163.0;42.00;6.1163.0;1;418.41;1.26;0.00;16.78;taxi;;0;0.00;160185.052091;2811.989779;16.613725;67.294606;3.106220;0;68.856576
53.00;-37061736#7_0;33.63;12.39;0.00;0.00;583371595#1_0;64.27;19.76;vehroute_0.33.0 tripinfo_0.33.0 routing_0.33.0 emissions_0.33.0;53.00;0.33.0;1;869.27;1.19;0.00;7.07;passenger;;0;0.00;183227.465862;1945.824643;13.138553;72.448976;3.316353;0;78.761071
53.00;53283046#0_0;165.89;22.61;36.00;0.00;192483968#1_0;0.00;22.75;vehroute_0.182.1 tripinfo_0.182.1 routing_0.182.1 emissions_0.182.1;17.00;0.182.1;0;368.27;1.36;0.00;0.40;passenger;;0;0.00;55541.202895;387.989130;3.124663;20.172392;0.978692;0;23.874655
55.00;53292418_0;332.16;12.07;1.00;1.00;--199263543_0;0.00;9.52;vehroute_0.84.0 tripinfo_0.84.0 routing_0.84.0 emissions_0.84.0;54.00;0.84.0;1;624.08;1.18;0.00;10.41;passenger;;0;0.00;188132.434199;2554.484722;16.090637;77.283291;3.426139;0;80.869671
55.00;28639939#0_0;139.89;16.37;22.00;22.00;53281545#2_0;12.10;0.00;vehroute_2.350.0 tripinfo_2.350.0 routing_2.350.0 emissions_2.350.0;33.00;2.350.0;1;329.61;1.20;0.00;13.47;bus;;0;0.00;763034.226778;1138.851985;214.940823;5814.043397;121.775898;0;325.418714
57.00;775830384_0;114.22;7.44;0.00;0.00;-28639939#0_0;12.10;0.00;vehroute_2.250.0 tripinfo_2.250.0 routing_2.250.0 emissions_2.250.0;57.00;2.250.0;1;336.50;1.20;15.00;21.33;bus;;0;0.00;832070.014772;1486.727045;302.991079;6746.266888;156.073779;0;354.817937
59.00;-53292327_0;316.56;12.78;2.00;2.00;--199263543_0;0.00;5.97;vehroute_0.85.0 tripinfo_0.85.0 routing_0.85.0 emissions_0.85.0;57.00;0.85.0;1;679.97;1.27;0.00;13.71;passenger;;0;0.00;207622.215818;2785.516714;17.624599;85.617151;3.863556;0;89.247318
