step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;626602211;0;1;87;245;15.87;1.12;-1.00;0.00;87;0;0.00;158
0;0;626602242;0;0;100;245;14.95;1.04;-1.00;0.13;100;0;1.00;145
0;0;626602243;0;3;117;245;14.18;0.97;-1.00;0.40;117;0;2.00;128
0;0;626602244;0;4;133;245;12.86;0.87;-1.00;0.71;133;0;3.00;112
0;0;626602246;0;3;142;245;12.10;0.82;-1.00;0.92;142;0;4.00;103
0;0;626602247;0;8;150;245;11.16;0.75;-1.00;1.14;150;0;5.00;95
0;0;626602249;0;6;158;245;10.54;0.71;-1.00;1.39;158;0;6.00;87
0;0;626602251;0;9;162;245;10.17;0.68;-1.00;1.52;162;0;7.00;83
0;0;626602252;0;13;170;246;9.72;0.65;-1.00;1.83;170;0;8.00;76
0;0;626602254;0;16;173;247;9.56;0.64;-1.00;1.95;173;0;9.00;74
0;0;626602256;0;20;183;247;9.25;0.62;-1.00;2.39;183;0;10.00;64
0;0;626602258;0;22;190;248;9.19;0.61;-1.00;2.66;190;0;11.00;58
1;0;626602260;1;26;195;248;9.14;0.60;12.00;2.90;194;0;12.00;53
1;0;626602263;1;32;199;248;9.28;0.61;12.00;3.10;198;0;13.00;49
1;0;626602265;1;34;205;248;9.14;0.60;12.00;3.42;204;0;14.00;43
1;0;626602268;1;37;212;252;9.12;0.59;12.00;3.74;211;0;15.00;40
1;0;626602271;1;40;215;252;9.25;0.60;12.00;3.91;214;0;16.00;37
1;0;626602274;1;46;219;252;9.20;0.59;12.00;4.15;218;0;17.00;33
1;0;626602276;1;55;221;255;9.29;0.59;12.00;4.24;220;0;18.00;34
2;0;626602279;2;58;224;255;9.30;0.59;15.50;4.38;222;0;19.00;31
2;0;626602283;2;63;229;255;9.26;0.58;15.50;4.64;227;0;20.00;26
2;0;626602286;2;65;234;259;9.41;0.59;15.50;4.65;232;0;21.00;25
5;0;626602289;5;65;238;260;9.34;0.59;19.40;4.81;233;0;22.00;22
5;0;626602292;5;69;242;260;9.27;0.58;19.40;5.11;237;0;23.00;18
5;0;626602295;5;72;248;264;9.15;0.57;19.40;5.38;243;0;24.00;16
6;0;626602298;6;75;253;264;8.99;0.56;20.00;5.60;247;0;25.00;11
