tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;48484723_1;142.71;19.22;0.00;0.00;48484828#4_1;121.52;20.40;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;226.21;1.22;0.00;0.42;taxi;;0;0.00;28453.982221;283.085142;1.980604;11.227266;0.542545;0;12.231026
18.00;48484723_1;142.71;19.80;0.00;0.00;48484828#4_1;0.00;20.24;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;18.00;0.162.0;0;347.73;1.21;0.00;0.49;passenger;;0;0.00;50652.004258;437.666503;3.220186;19.515457;0.921183;0;21.772940
21.00;53292332#0_0;29.81;12.97;0.00;0.00;--199263543_0;32.49;13.92;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;192.43;1.25;0.00;8.70;passenger;;0;0.00;62519.204974;1071.443819;6.371223;26.721266;1.252769;0;26.874179
23.00;53283046#0_0;165.89;17.55;0.00;0.00;192483968#1_0;0.00;17.79;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;23.00;0.182.0;0;368.27;1.07;0.00;2.25;passenger;;0;0.00;82944.650293;981.620259;6.468920;34.024290;1.607384;0;35.653973
23.00;53281543_0;136.33;12.66;0.00;0.00;408074469#0_1;0.00;20.44;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;23.00;1.292.0;1;313.79;1.23;0.00;3.19;passenger;;0;0.00;61164.467784;667.990882;4.491388;24.319996;1.062155;0;26.291842
25.00;53283046#0_0;165.89;19.29;2.00;2.00;192483968#1_0;0.00;13.52;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;23.00;7.1132.0;0;368.27;1.23;0.00;4.44;taxi;;0;0.00;106213.712670;1431.266067;9.097939;44.818920;2.212985;0;45.656126
32.00;48484723_1;142.71;19.94;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;29.00;2.150.0;0;335.63;1.20;0.00;11.37;bus;;0;0.00;717569.873308;1055.491377;204.668799;5433.365647;113.488258;0;306.039087
34.00;775830384_1;114.22;19.18;4.00;4.00;53281545#2_0;0.00;4.60;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;30.00;6.1161.0;1;398.70;1.18;0.00;9.03;taxi;;1;1.00;127923.587349;2113.887107;12.703533;53.857595;2.596078;0;54.988554
34.00;53283046#0_1;165.89;19.94;5.00;5.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.76;bus;;0;0.00;719292.775404;1047.064883;200.771715;5429.861207;112.633840;0;306.774433
36.00;28639939#0_0;139.89;14.21;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;36.00;0.283.0;1;333.86;1.09;0.00;14.12;passenger;;1;4.00;127555.863174;2167.446553;12.905671;54.435601;2.569445;0;54.830475
