step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;625060444;0;1;89;245;15.98;1.13;-1.00;0.00;89;0;0.00;156
0;0;625060475;0;0;102;245;15.04;1.05;-1.00;0.13;102;0;1.00;143
0;0;625060476;0;2;120;245;14.15;0.97;-1.00;0.41;120;0;2.00;125
0;0;625060478;0;2;133;245;12.82;0.87;-1.00;0.66;133;0;3.00;112
0;0;625060479;0;4;142;245;12.03;0.81;-1.00;0.87;142;0;4.00;103
0;0;625060480;0;6;149;245;11.50;0.78;-1.00;1.07;149;0;5.00;96
0;0;625060482;0;11;163;245;10.57;0.71;-1.00;1.49;163;0;6.00;82
0;0;625060484;0;12;166;245;10.28;0.69;-1.00;1.59;166;0;7.00;79
0;0;625060485;0;17;176;246;9.73;0.65;-1.00;1.95;176;0;8.00;70
0;0;625060487;0;18;182;247;9.46;0.63;-1.00;2.19;182;0;9.00;65
0;0;625060490;0;18;187;247;9.35;0.62;-1.00;2.40;187;0;10.00;60
0;0;625060492;0;23;193;248;9.17;0.61;-1.00;2.58;193;0;11.00;55
0;0;625060494;0;28;199;248;9.19;0.60;-1.00;2.86;199;0;12.00;49
1;0;625060496;1;31;202;248;9.20;0.60;13.00;3.01;201;0;13.00;46
1;0;625060499;1;33;207;248;9.23;0.60;13.00;3.28;206;0;14.00;41
1;0;625060502;1;35;210;252;9.36;0.60;13.00;3.31;209;0;15.00;42
1;1;625060505;1;38;214;252;9.48;0.61;13.00;3.55;213;1;16.00;38
1;1;625060520;1;43;218;252;9.38;0.60;13.00;3.73;217;1;17.00;34
1;1;625060523;1;49;222;255;9.38;0.60;13.00;3.91;221;1;18.00;33
1;1;625060526;1;48;226;255;9.48;0.60;13.00;4.11;225;1;19.00;29
2;1;625060530;2;56;228;255;9.47;0.60;16.50;4.25;226;1;20.00;27
2;1;625060533;2;62;235;259;9.52;0.60;16.50;4.41;233;1;21.00;24
4;1;625060537;4;65;238;260;9.58;0.60;19.25;4.47;234;1;22.00;22
4;1;625060540;4;69;240;260;9.52;0.59;19.25;4.62;236;1;23.00;20
5;1;625060544;5;70;248;264;9.46;0.59;20.20;4.96;243;1;24.00;16
6;1;625060547;6;78;252;264;9.38;0.58;20.67;5.27;246;1;25.00;12
6;1;625060551;6;81;254;264;9.20;0.57;20.67;5.44;248;1;26.00;10
6;1;625060554;6;84;256;265;9.07;0.56;20.67;5.50;250;1;27.00;9
7;1;625060558;7;86;258;265;8.95;0.55;21.71;5.57;251;1;28.00;7
7;1;625060561;7;90;262;271;8.89;0.55;21.71;5.50;255;1;29.00;9
7;1;625060567;7;94;265;271;8.78;0.54;21.71;5.67;258;1;30.00;6
8;1;625060570;8;96;267;272;8.66;0.54;22.50;5.64;259;1;31.00;5
8;1;625060581;8;98;267;272;8.63;0.53;22.50;5.64;259;1;32.00;5
8;1;625060584;8;102;268;272;8.57;0.53;22.50;5.66;260;1;33.00;4
8;1;625060587;8;105;268;272;8.67;0.53;22.50;5.66;260;1;34.00;4
10;1;625060591;10;110;268;272;8.69;0.54;24.00;5.66;258;1;35.00;4
10;1;625060594;10;113;279;284;8.95;0.55;24.00;5.43;269;1;36.00;5
11;1;625060598;11;117;279;284;8.90;0.55;24.91;5.43;268;1;37.00;5
11;1;625060601;11;118;280;284;8.81;0.55;24.91;5.42;269;1;38.00;4
11;1;625060605;11;121;280;284;8.69;0.54;24.91;5.42;269;1;39.00;4
14;1;625060608;14;123;280;284;8.40;0.52;27.64;5.42;266;1;40.00;4
