tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.00;48484723_1;142.71;17.42;0.00;0.00;48484828#4_1;104.30;18.56;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;14.00;7.1122.0;0;243.43;1.11;0.00;0.51;taxi;;0;0.00;22471.891605;116.634370;0.987388;8.076642;0.330576;0;9.659667
19.00;53292332#0_0;29.81;13.18;0.00;0.00;--199263543_0;27.84;13.33;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;19.00;0.82.0;1;197.08;1.20;0.00;4.57;passenger;;0;0.00;73903.251685;1106.334046;6.800715;31.004018;1.429816;0;31.767633
20.00;48484723_1;142.71;18.54;0.00;0.00;48484828#4_1;0.00;19.00;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;20.00;0.162.0;0;347.73;1.14;0.00;0.84;passenger;;0;0.00;59344.339746;494.627148;3.648799;22.863742;1.038500;0;25.509384
21.00;53283046#0_0;165.89;18.98;0.00;0.00;192483968#1_0;0.00;20.15;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.21;0.00;2.59;passenger;;0;0.00;75274.215569;942.499590;6.116701;31.128761;1.514353;0;32.356787
25.00;53281543_0;136.33;12.82;0.00;0.00;408074469#0_1;0.00;19.42;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;25.00;1.292.0;1;313.79;1.16;0.00;4.05;passenger;;0;0.00;69381.952802;915.122968;5.812414;28.299812;1.253753;0;29.824187
26.00;53283046#0_1;165.89;19.91;2.00;2.00;192483968#1_0;0.00;13.34;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;24.00;7.1132.0;0;368.29;1.20;0.00;5.21;taxi;;0;0.00;120548.817306;1551.369974;9.966383;49.954522;2.406684;0;51.818213
30.00;48484723_1;142.71;19.82;2.00;2.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;28.00;2.150.0;0;335.63;1.20;0.00;10.45;bus;;0;0.00;698987.628583;1020.889197;198.088038;5279.664889;109.906806;0;298.115955
34.00;53283046#0_1;165.89;19.60;5.00;5.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.72;bus;;0;0.00;689425.239362;1011.985665;196.857777;5215.760503;108.888546;0;294.036800
35.00;775830384_1;114.22;19.87;4.00;4.00;53281545#2_0;0.00;5.05;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;31.00;6.1161.0;1;398.70;1.24;0.00;10.85;taxi;;1;1.00;136396.370631;2076.097565;12.681895;55.875179;2.637757;0;58.630732
36.00;28639939#0_0;139.89;14.50;0.00;0.00;53281545#2_1;0.00;17.57;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;36.00;0.283.0;1;333.86;1.05;0.00;13.10;passenger;;1;5.00;128009.397543;2496.006052;14.412377;54.196940;2.539412;0;55.025784
