step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;625575477;0;1;85;245;16.34;1.15;-1.00;0.00;85;0;0.00;160
0;0;625575505;0;1;97;245;15.51;1.08;-1.00;0.12;97;0;1.00;148
0;0;625575506;0;0;116;245;14.81;1.01;-1.00;0.43;116;0;2.00;129
0;0;625575507;0;2;133;245;13.65;0.92;-1.00;0.76;133;0;3.00;112
0;0;625575508;0;2;144;245;12.86;0.86;-1.00;1.01;144;0;4.00;101
0;0;625575509;0;4;154;245;11.94;0.80;-1.00;1.27;154;0;5.00;91
0;0;625575511;0;8;163;245;11.30;0.75;-1.00;1.53;163;0;6.00;82
0;0;625575513;0;12;172;245;10.63;0.71;-1.00;1.81;172;0;7.00;73
0;0;625575514;0;18;177;246;10.14;0.68;-1.00;1.99;177;0;8.00;69
0;0;625575517;0;18;184;247;9.65;0.64;-1.00;2.26;184;0;9.00;63
0;0;625575519;0;17;191;247;9.35;0.62;-1.00;2.50;191;0;10.00;56
0;0;625575521;0;23;194;248;9.25;0.61;-1.00;2.58;194;0;11.00;54
1;0;625575523;1;28;199;248;9.21;0.60;12.00;2.82;198;0;12.00;49
1;0;625575525;1;30;200;248;9.42;0.61;12.00;2.87;199;0;13.00;48
1;0;625575528;1;35;204;248;9.48;0.61;12.00;3.09;203;0;14.00;44
1;0;625575530;1;38;207;252;9.45;0.61;12.00;3.13;206;0;15.00;45
1;0;625575533;1;40;212;252;9.24;0.59;12.00;3.43;211;0;16.00;40
1;0;625575536;1;40;218;252;9.19;0.59;12.00;3.80;217;0;17.00;34
2;0;625575539;2;45;220;255;9.34;0.59;15.00;3.85;218;0;18.00;35
2;0;625575542;2;53;223;255;9.37;0.59;15.00;4.05;221;0;19.00;32
3;0;625575544;3;58;225;255;9.39;0.60;16.67;4.13;222;0;20.00;30
3;0;625575547;3;60;233;259;9.47;0.60;16.67;4.31;230;0;21.00;26
3;0;625575550;3;67;237;260;9.37;0.59;16.67;4.52;234;0;22.00;23
4;0;625575553;4;73;240;260;9.31;0.58;18.25;4.75;236;0;23.00;20
5;0;625575556;5;73;246;264;9.13;0.57;19.40;4.85;241;0;24.00;18
6;0;625575560;6;79;248;264;9.16;0.57;20.00;5.02;242;0;25.00;16
6;0;625575563;6;81;251;264;9.17;0.57;20.00;5.23;245;0;26.00;13
6;0;625575566;6;85;251;265;9.32;0.58;20.00;5.23;245;0;27.00;14
6;0;625575569;6;88;254;265;9.18;0.57;20.00;5.43;248;0;28.00;11
6;0;625575572;6;88;259;271;9.11;0.57;20.00;5.35;253;0;29.00;12
7;0;625575577;7;91;260;271;9.01;0.56;21.00;5.33;253;0;30.00;11
7;0;625575580;7;92;263;272;8.88;0.55;21.00;5.41;256;0;31.00;9
7;0;625575584;7;96;264;272;8.74;0.54;21.00;5.51;257;0;32.00;8
7;0;625575587;7;101;264;272;8.76;0.54;21.00;5.51;257;0;33.00;8
7;0;625575590;7;105;265;272;8.86;0.55;21.00;5.62;258;0;34.00;7
8;0;625575593;8;108;265;272;8.95;0.55;22.00;5.62;257;0;35.00;7
8;0;625575597;8;111;278;284;9.16;0.57;22.00;5.61;270;0;36.00;6
10;0;625575601;10;111;279;284;9.03;0.56;24.60;5.59;269;0;37.00;5
10;0;625575604;10;115;279;284;8.79;0.54;24.60;5.59;269;0;38.00;5
10;0;625575607;10;117;280;284;8.58;0.53;24.60;5.63;270;0;39.00;4
10;0;625575610;10;123;280;284;8.43;0.52;24.60;5.63;270;0;40.00;4
11;0;625575613;11;124;280;284;8.34;0.52;26.09;5.63;269;0;41.00;4
13;0;625575616;13;125;284;288;8.35;0.52;27.92;5.56;271;0;42.00;4
13;0;625575620;13;128;284;288;8.27;0.51;27.92;5.56;271;0;43.00;4
13;0;625575624;13;132;287;292;8.32;0.52;27.92;5.52;274;0;44.00;5
15;0;625575629;15;135;289;294;8.21;0.51;28.67;5.48;274;0;45.00;5
