step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;210624719;0;1;89;246;16.06;1.13;-1.00;0.00;89;0;0.00;156
0;0;210624746;0;0;102;246;15.13;1.05;-1.00;0.13;102;0;1.00;143
0;0;210624747;0;2;121;246;14.33;0.98;-1.00;0.42;121;0;2.00;124
0;0;210624748;0;3;134;246;13.27;0.90;-1.00;0.67;134;0;3.00;111
0;0;210624749;0;4;146;246;12.39;0.83;-1.00;0.95;146;0;4.00;99
0;0;210624750;0;7;156;246;11.41;0.77;-1.00;1.21;156;0;5.00;89
0;0;210624752;0;7;167;246;10.76;0.72;-1.00;1.52;167;0;6.00;78
0;0;210624754;0;13;177;246;9.87;0.66;-1.00;1.83;177;0;7.00;68
0;0;210624755;0;19;182;247;9.65;0.64;-1.00;2.00;182;0;8.00;64
0;0;210624757;0;22;191;248;9.35;0.62;-1.00;2.33;191;0;9.00;56
0;0;210624760;0;21;197;248;9.16;0.61;-1.00;2.56;197;0;10.00;50
0;0;210624761;0;26;201;249;8.98;0.59;-1.00;2.68;201;0;11.00;47
1;0;210624764;1;30;206;249;8.75;0.57;12.00;2.91;205;0;12.00;42
2;0;210624766;2;31;209;249;8.66;0.56;12.50;3.05;207;0;13.00;39
2;0;210624768;2;40;214;249;8.47;0.55;12.50;3.31;212;0;14.00;34
2;0;210624771;2;41;220;253;8.40;0.54;12.50;3.50;218;0;15.00;32
2;0;210624773;2;42;222;253;8.27;0.53;12.50;3.61;220;0;16.00;30
2;0;210624776;2;47;225;253;8.22;0.52;12.50;3.76;223;0;17.00;27
2;0;210624779;2;53;228;256;8.27;0.52;12.50;3.89;226;0;18.00;27
2;0;210624782;2;61;231;256;8.37;0.53;12.50;4.00;229;0;19.00;24
2;0;210624784;2;67;235;256;8.32;0.52;12.50;4.28;233;0;20.00;20
4;0;210624787;4;67;240;260;8.47;0.53;16.75;4.29;236;0;21.00;19
5;0;210624790;5;71;242;261;8.44;0.53;17.80;4.35;237;0;22.00;18
6;0;210624795;6;76;242;261;8.34;0.52;18.50;4.35;236;0;23.00;18
6;0;210624798;6;79;246;265;8.34;0.52;18.50;4.48;240;0;24.00;18
6;0;210624804;6;84;248;265;8.44;0.53;18.50;4.54;242;0;25.00;16
6;0;210624807;6;83;248;265;8.43;0.53;18.50;4.54;242;0;26.00;16
6;0;210624811;6;85;252;266;8.42;0.52;18.50;4.81;246;0;27.00;13
6;0;210624815;6;89;252;266;8.51;0.53;18.50;4.81;246;0;28.00;13
7;0;210624819;7;92;258;272;8.62;0.54;20.00;4.83;251;0;29.00;13
7;0;210624824;7;93;259;272;8.60;0.54;20.00;4.92;252;0;30.00;12
8;0;210624828;8;94;261;273;8.51;0.53;21.00;5.01;253;0;31.00;11
8;0;210624832;8;96;262;273;8.43;0.53;21.00;5.11;254;0;32.00;10
8;0;210624835;8;98;263;273;8.44;0.53;21.00;5.22;255;0;33.00;9
9;0;210624838;9;102;263;273;8.48;0.53;22.44;5.22;254;0;34.00;9
9;0;210624841;9;106;264;273;8.47;0.53;22.44;5.30;255;0;35.00;8
10;0;210624845;10;108;277;285;8.67;0.54;23.10;5.26;267;0;36.00;7
11;0;210624849;11;113;277;285;8.56;0.53;24.00;5.26;266;0;37.00;7
12;0;210624852;12;113;278;285;8.44;0.52;24.75;5.27;266;0;38.00;6
12;0;210624854;12;117;278;285;8.35;0.52;24.75;5.27;266;0;39.00;6
12;0;210624857;12;119;280;285;8.19;0.51;24.75;5.30;268;0;40.00;4
13;0;210624861;13;120;281;285;8.04;0.50;26.00;5.30;268;0;41.00;3
14;0;210624864;14;125;285;289;8.06;0.50;27.00;5.24;271;0;42.00;3
15;0;210624867;15;127;285;289;7.89;0.49;27.87;5.24;270;0;43.00;3
18;0;210624870;18;131;289;293;7.67;0.47;28.67;5.18;271;0;44.00;3
18;0;210624873;18;134;291;295;7.52;0.47;28.67;5.14;273;0;45.00;3
18;0;210624876;18;138;291;295;7.42;0.46;28.67;5.14;273;0;46.00;3
19;0;210624879;19;138;291;295;7.39;0.46;29.63;5.14;272;0;47.00;3
19;0;210624882;19;141;302;308;7.65;0.48;29.63;4.95;283;0;48.00;5
19;0;210624885;19;144;302;308;7.63;0.48;29.63;4.95;283;0;49.00;5
20;0;210624888;20;147;302;308;7.65;0.48;30.65;4.95;282;0;50.00;5
