tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;53292332#0_0;29.81;13.29;0.00;0.00;240384794_0;50.35;11.17;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;12.00;0.122.0;1;153.85;1.24;0.00;2.14;passenger;;0;0.00;75176.640370;1106.284841;6.857530;32.097335;1.573271;0;32.314828
12.00;48484723_1;142.71;20.37;0.00;0.00;48484828#4_1;115.63;20.78;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;232.10;1.25;0.00;0.46;taxi;;0;0.00;29835.920624;310.563782;2.140905;11.849764;0.579824;0;12.825050
19.00;48484723_1;142.71;19.12;0.00;0.00;48484828#4_1;0.00;19.52;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;19.00;0.162.0;0;347.73;1.17;0.00;0.52;passenger;;0;0.00;35047.049215;272.895230;2.087354;13.347623;0.610845;0;15.065109
21.00;53292332#0_0;29.81;11.61;0.00;0.00;--199263543_0;35.02;12.90;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;189.90;1.16;0.00;7.47;passenger;;0;0.00;75346.858044;1347.819410;7.936216;32.282287;1.520892;0;32.388237
23.00;53283046#0_0;165.89;17.24;0.00;0.00;192483968#1_0;0.00;17.39;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;23.00;0.182.0;0;368.27;1.04;0.00;0.92;passenger;;0;0.00;60122.848602;491.633474;3.622962;23.142181;1.005227;0;25.844060
24.00;53283046#0_0;165.89;19.16;1.00;1.00;192483968#1_0;0.00;14.81;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;23.00;7.1132.0;0;368.27;1.25;0.00;4.92;taxi;;0;0.00;76400.231640;589.358471;4.412262;29.086711;1.228202;0;32.841003
30.00;53281543_0;136.33;12.91;0.00;0.00;408074469#0_2;0.00;19.76;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;30.00;1.292.0;1;313.79;1.19;0.00;9.60;passenger;;1;1.00;76183.437880;1349.311110;7.951453;31.642013;1.444754;0;32.748017
32.00;48484723_1;142.71;19.41;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;29.00;2.150.0;0;335.63;1.20;0.00;11.55;bus;;0;0.00;700384.858847;1032.828665;198.372136;5310.221066;110.882165;0;298.707075
34.00;28639939#0_0;139.89;13.96;0.00;0.00;53281545#2_1;0.00;17.59;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;34.00;0.283.0;1;333.86;1.06;0.00;11.60;passenger;;1;4.00;109304.748612;1827.302690;10.932957;46.364131;2.177730;0;46.985176
35.00;775830384_1;114.22;20.35;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;35.00;0.281.0;1;403.47;1.28;0.00;14.98;passenger;;1;6.00;163070.035366;3065.780228;17.882560;68.591906;3.361172;0;70.096699
36.00;775830384_1;114.22;20.05;4.00;4.00;53281545#2_0;0.00;4.86;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;32.00;6.1161.0;1;398.70;1.26;0.00;12.35;taxi;;1;1.00;163922.066473;2622.835488;15.890312;68.699553;3.312034;0;70.462641
36.00;53283046#0_1;165.89;19.41;7.00;7.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.62;bus;;0;0.00;701496.997869;1020.666086;194.365410;5296.317536;109.716614;0;299.183344
39.00;28639939#0_0;139.89;16.89;5.00;5.00;53281545#2_0;0.00;1.25;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;34.00;6.1162.0;1;341.71;1.30;0.00;15.80;taxi;;1;3.00;146438.771812;2591.788022;15.312660;62.360858;2.983777;0;62.947457
40.00;-292382413_0;152.29;12.28;2.00;2.00;53281545#2_1;0.00;13.34;vehroute_0.284.0 tripinfo_0.284.0 routing_0.284.0 emissions_0.284.0;38.00;0.284.0;1;410.56;1.18;0.00;11.68;passenger;;1;2.00;146545.048399;2319.411479;14.072951;61.704140;2.913714;0;62.993040
41.00;37022128_0;106.30;21.03;3.00;3.00;53281545#2_0;0.00;9.07;vehroute_0.285.0 tripinfo_0.285.0 routing_0.285.0 emissions_0.285.0;38.00;0.285.0;1;390.07;1.30;0.00;19.20;passenger;;1;6.00;191885.387913;3705.423665;21.489824;82.286418;4.029283;0;82.483020
43.00;-292382413_0;152.29;13.68;6.00;6.00;53281545#2_0;11.61;5.80;vehroute_6.1163.0 tripinfo_6.1163.0 routing_6.1163.0 emissions_6.1163.0;37.00;6.1163.0;1;406.80;1.24;0.00;12.44;taxi;;1;4.00;153934.824243;2348.529673;14.375110;64.342548;3.004331;0;66.169590
43.00;37022128_0;106.30;18.95;8.00;8.00;53281545#2_0;0.00;1.25;vehroute_6.1164.0 tripinfo_6.1164.0 routing_6.1164.0 emissions_6.1164.0;35.00;6.1164.0;1;397.92;1.17;0.00;13.81;taxi;;1;1.00;159172.723433;2760.987725;16.404225;67.958303;3.300824;0;68.421095
46.00;53292419_0;342.11;13.07;0.00;0.00;--199263543_0;66.55;13.28;vehroute_0.83.0 tripinfo_0.83.0 routing_0.83.0 emissions_0.83.0;46.00;0.83.0;1;518.00;1.20;0.00;9.80;passenger;;0;0.00;149569.253722;2240.348096;13.760403;62.241371;2.836166;0;64.293094
46.00;775830384_1;114.22;17.47;21.00;0.43;53281545#2_1;0.00;17.98;vehroute_0.281.1 tripinfo_0.281.1 routing_0.281.1 emissions_0.281.1;25.00;0.281.1;1;398.70;1.08;0.00;1.37;passenger;;0;0.00;79525.422192;700.899008;5.009504;30.865918;1.361804;0;34.184324
54.00;-37061736#7_0;33.63;13.26;0.00;0.00;583371595#1_0;65.92;20.89;vehroute_0.33.0 tripinfo_0.33.0 routing_0.33.0 emissions_0.33.0;54.00;0.33.0;1;865.09;1.25;0.00;10.18;passenger;;0;0.00;176024.396413;2221.066106;14.342566;71.923088;3.399840;0;75.664698
54.00;53292418_0;332.16;12.33;1.00;1.00;--199263543_0;0.00;10.97;vehroute_0.84.0 tripinfo_0.84.0 routing_0.84.0 emissions_0.84.0;53.00;0.84.0;1;624.08;1.15;0.00;7.63;passenger;;0;0.00;155540.067915;1939.724100;12.497040;62.406854;2.668899;0;66.859826
55.00;-49049137_0;228.40;13.87;3.00;3.00;--199263543_0;0.00;4.60;vehroute_0.86.0 tripinfo_0.86.0 routing_0.86.0 emissions_0.86.0;52.00;0.86.0;1;666.79;1.31;0.00;13.23;passenger;;0;0.00;201237.279082;2822.229145;17.620963;83.222931;3.826535;0;86.502728
56.00;53283046#0_0;165.89;19.14;36.00;0.00;192483968#1_0;0.00;19.16;vehroute_0.182.1 tripinfo_0.182.1 routing_0.182.1 emissions_0.182.1;20.00;0.182.1;0;368.27;1.15;0.00;0.52;passenger;;0;0.00;49740.376359;297.012604;2.484148;18.262354;0.789090;0;21.381142
