step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;209747169;0;1;84;246;16.49;1.16;-1.00;0.00;84;0;0.00;161
0;0;209747196;0;1;96;246;15.71;1.09;-1.00;0.13;96;0;1.00;149
0;0;209747197;0;0;117;246;15.02;1.02;-1.00;0.46;117;0;2.00;128
0;0;209747198;0;1;130;246;14.04;0.95;-1.00;0.72;130;0;3.00;115
0;0;209747199;0;1;145;246;12.92;0.86;-1.00;1.06;145;0;4.00;100
0;0;209747200;0;2;155;246;11.88;0.79;-1.00;1.31;155;0;5.00;90
0;0;209747201;0;7;167;246;11.10;0.74;-1.00;1.65;167;0;6.00;78
0;0;209747203;0;15;177;246;10.42;0.69;-1.00;1.95;177;0;7.00;68
0;0;209747205;0;19;184;247;9.87;0.65;-1.00;2.18;184;0;8.00;62
0;0;209747206;0;20;190;248;9.52;0.63;-1.00;2.39;190;0;9.00;57
0;0;209747209;0;23;196;248;9.16;0.61;-1.00;2.63;196;0;10.00;51
0;0;209747210;0;30;199;249;8.93;0.59;-1.00;2.70;199;0;11.00;49
1;0;209747212;1;33;204;249;8.75;0.58;12.00;2.93;203;0;12.00;44
2;0;209747214;2;40;208;249;8.54;0.56;12.50;3.13;206;0;13.00;40
2;0;209747217;2;42;211;249;8.38;0.55;12.50;3.28;209;0;14.00;37
2;0;209747219;2;45;217;253;8.25;0.53;12.50;3.47;215;0;15.00;35
2;0;209747222;2;52;218;253;8.30;0.53;12.50;3.53;216;0;16.00;34
2;0;209747225;2;58;222;253;8.39;0.54;12.50;3.77;220;0;17.00;30
2;0;209747228;2;58;225;256;8.59;0.55;12.50;3.96;223;0;18.00;30
3;0;209747230;3;65;228;256;8.62;0.55;14.67;4.16;225;0;19.00;27
4;0;209747233;4;69;230;256;8.74;0.55;16.00;4.30;226;0;20.00;25
5;0;209747236;5;73;236;260;8.88;0.56;17.00;4.36;231;0;21.00;23
5;0;209747239;5;77;240;261;8.81;0.55;17.00;4.59;235;0;22.00;20
7;0;209747243;7;82;244;261;8.80;0.55;18.57;4.82;237;0;23.00;16
7;0;209747245;7;81;247;265;8.77;0.55;18.57;4.81;240;0;24.00;17
7;0;209747248;7;86;251;265;8.62;0.54;18.57;4.94;244;0;25.00;13
7;0;209747251;7;89;252;265;8.46;0.53;18.57;5.03;245;0;26.00;12
7;0;209747254;7;93;253;266;8.33;0.52;18.57;5.02;246;0;27.00;12
7;0;209747260;7;94;254;266;8.36;0.52;18.57;5.11;247;0;28.00;11
7;0;209747265;7;96;259;272;8.23;0.51;18.57;5.03;252;0;29.00;12
7;0;209747270;7;96;259;272;8.15;0.51;18.57;5.03;252;0;30.00;12
8;0;209747273;8;99;261;273;7.95;0.50;19.75;5.05;253;0;31.00;11
