tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;48484723_1;142.71;19.57;0.00;0.00;48484828#4_1;121.52;20.40;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;226.21;1.22;0.00;0.49;taxi;;0;0.00;14940.532066;85.736454;0.732067;5.431003;0.238754;0;6.422261
18.00;48484723_1;142.71;19.62;0.00;0.00;48484828#4_1;0.00;20.24;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;18.00;0.162.0;0;347.73;1.21;0.00;0.68;passenger;;0;0.00;50945.096184;316.236074;2.576378;18.648600;0.825450;0;21.898992
21.00;53292332#0_0;29.81;13.89;0.00;0.00;--199263543_0;32.49;13.92;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;192.43;1.25;0.00;8.04;passenger;;0;0.00;72172.290435;1193.658818;7.161055;30.811764;1.449779;0;31.023567
23.00;53281543_0;136.33;12.37;0.00;0.00;408074469#0_1;0.00;20.44;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;23.00;1.292.0;1;313.79;1.23;0.00;3.18;passenger;;0;0.00;67205.409545;904.483415;5.726029;27.771547;1.282098;0;28.888509
24.00;53283046#0_0;165.89;17.69;0.00;0.00;192483968#1_0;0.00;17.79;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;24.00;0.182.0;0;368.27;1.07;0.00;2.45;passenger;;0;0.00;79090.414505;855.077110;5.790175;31.827050;1.458963;0;33.997277
25.00;53283046#0_0;165.89;18.92;2.00;2.00;192483968#1_0;0.00;12.66;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;23.00;7.1132.0;0;368.27;1.23;0.00;4.73;taxi;;0;0.00;98344.696335;1157.395082;7.564525;40.213244;1.905225;0;42.273716
30.00;48484723_1;142.71;19.48;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;9.97;bus;;0;0.00;664571.996238;963.038426;181.346050;5013.161618;103.461355;0;283.433997
34.00;28639939#0_0;139.89;15.10;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;34.00;0.283.0;1;333.86;1.09;0.00;11.41;passenger;;1;4.00;118765.119937;1975.888611;11.845647;50.667196;2.414734;0;51.051682
35.00;775830384_1;114.22;18.82;4.00;4.00;53281545#2_0;0.00;3.93;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;31.00;6.1161.0;1;398.70;1.18;0.00;9.55;taxi;;0;0.00;126953.744065;2017.411212;12.228740;52.626101;2.483290;0;54.571759
36.00;53283046#0_1;165.89;19.70;6.00;6.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;30.00;3.450.0;0;356.19;1.20;0.00;11.54;bus;;0;0.00;683718.362383;1009.164858;192.127631;5187.582052;108.215995;0;291.596940
40.00;28639939#0_0;139.89;17.35;5.00;5.00;53281545#2_0;0.00;1.25;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;35.00;6.1162.0;1;341.71;1.26;0.00;15.69;taxi;;0;0.00;152148.703672;2571.778197;15.345547;64.322186;3.018534;0;65.401915
41.00;37022128_0;106.30;18.56;3.00;3.00;53281545#2_0;0.00;7.78;vehroute_0.285.0 tripinfo_0.285.0 routing_0.285.0 emissions_0.285.0;38.00;0.285.0;1;397.92;1.18;0.00;17.04;passenger;;0;0.00;164996.253826;2635.672502;15.949981;69.711197;3.308381;0;70.924343
42.00;775830384_1;114.22;15.01;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;42.00;0.281.0;1;406.55;1.22;0.00;21.15;passenger;;1;1.00;192313.757468;3457.373872;20.361767;82.527599;3.983750;0;82.666979
45.00;775830384_1;114.22;18.48;21.00;0.43;53281545#2_1;0.00;19.16;vehroute_0.281.1 tripinfo_0.281.1 routing_0.281.1 emissions_0.281.1;24.00;0.281.1;1;398.70;1.15;0.00;1.60;passenger;;0;0.00;78705.479374;720.027744;5.121377;30.720289;1.394121;0;33.831840
46.00;-292382413_0;152.29;10.60;2.00;2.00;53281545#2_1;0.00;13.32;vehroute_0.284.0 tripinfo_0.284.0 routing_0.284.0 emissions_0.284.0;44.00;0.284.0;1;410.56;1.06;0.00;14.84;passenger;;1;1.00;144066.880099;2282.209931;13.788701;59.521304;2.614500;0;61.928123
46.00;37022128_0;106.30;19.50;10.00;10.00;53281545#2_0;0.00;0.05;vehroute_6.1164.0 tripinfo_6.1164.0 routing_6.1164.0 emissions_6.1164.0;36.00;6.1164.0;1;397.92;1.24;0.00;16.06;taxi;;1;1.00;161306.254056;2637.911763;15.806484;67.516342;3.165109;0;69.338349
47.00;53292419_0;342.11;12.61;0.00;0.00;--199263543_0;67.50;12.90;vehroute_0.83.0 tripinfo_0.83.0 routing_0.83.0 emissions_0.83.0;47.00;0.83.0;1;517.05;1.16;0.00;9.39;passenger;;0;0.00;148877.519721;2256.173503;13.807925;61.774594;2.788695;0;63.995819
49.00;-292382413_0;152.29;13.19;7.00;7.00;53281545#2_0;0.00;0.77;vehroute_6.1163.0 tripinfo_6.1163.0 routing_6.1163.0 emissions_6.1163.0;42.00;6.1163.0;1;418.41;1.30;0.00;17.49;taxi;;0;0.00;154208.073635;2661.510264;15.774108;65.017014;3.006774;0;66.287254
51.00;-37061736#7_0;33.63;12.80;0.00;0.00;583371595#1_0;53.32;19.34;vehroute_0.33.0 tripinfo_0.33.0 routing_0.33.0 emissions_0.33.0;51.00;0.33.0;1;880.22;1.16;0.00;3.23;passenger;;0;0.00;158152.564169;1243.114941;9.311890;59.823309;2.628069;0;67.982627
53.00;53292418_0;332.16;13.00;1.00;1.00;--199263543_0;0.00;10.62;vehroute_0.84.0 tripinfo_0.84.0 routing_0.84.0 emissions_0.84.0;52.00;0.84.0;1;624.08;1.20;0.00;8.13;passenger;;0;0.00;155095.103747;1876.569440;12.191878;62.089610;2.640804;0;66.668537
56.00;53283046#0_0;165.89;19.22;36.00;0.00;192483968#1_0;0.00;19.76;vehroute_0.182.1 tripinfo_0.182.1 routing_0.182.1 emissions_0.182.1;20.00;0.182.1;0;368.27;1.19;0.00;0.67;passenger;;0;0.00;52142.534725;346.498032;2.737987;19.294411;0.854288;0;22.413707
57.00;-49030944#2_0;126.35;19.98;0.00;0.00;-47826546_0;37.77;14.14;vehroute_1.550.0 tripinfo_1.550.0 routing_1.550.0 emissions_1.550.0;57.00;1.550.0;1;725.83;1.27;0.00;7.77;passenger;;0;0.00;188548.093382;2437.298391;15.570062;76.649989;3.429802;0;81.048324
57.00;28639939#0_0;139.89;16.26;23.00;23.00;53281545#2_0;12.10;0.00;vehroute_2.350.0 tripinfo_2.350.0 routing_2.350.0 emissions_2.350.0;34.00;2.350.0;1;329.61;1.20;0.00;14.05;bus;;0;0.00;774554.302098;1162.076778;220.565900;5910.971193;124.232245;0;330.331461
59.00;775830384_0;114.22;8.12;0.00;0.00;-28639939#0_0;12.10;0.00;vehroute_2.250.0 tripinfo_2.250.0 routing_2.250.0 emissions_2.250.0;59.00;2.250.0;1;336.50;1.20;15.00;23.07;bus;;0;0.00;858564.568718;1540.910806;314.729970;6972.218651;161.705333;0;366.114934
60.00;-53292327_0;316.56;12.51;2.00;2.00;--199263543_0;0.00;8.67;vehroute_0.85.0 tripinfo_0.85.0 routing_0.85.0 emissions_0.85.0;58.00;0.85.0;1;679.97;1.15;0.00;10.27;passenger;;0;0.00;193984.878270;2527.410501;15.989655;78.363614;3.404250;0;83.385510
61.00;-49030944#2_0;126.35;21.53;0.00;0.00;-47826546_0;0.00;14.60;vehroute_1.530.0 tripinfo_1.530.0 routing_1.530.0 emissions_1.530.0;61.00;1.530.0;1;772.29;1.31;0.00;11.62;passenger;;0;0.00;197475.751307;2553.636267;16.327916;80.291343;3.618039;0;84.885901
62.00;-49049137_0;228.40;11.05;3.00;3.00;--199263543_0;0.00;4.71;vehroute_0.86.0 tripinfo_0.86.0 routing_0.86.0 emissions_0.86.0;59.00;0.86.0;1;666.79;1.09;0.00;12.39;passenger;;0;0.00;211611.588722;3014.060628;18.726601;87.365565;3.933562;0;90.962305
