tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;53292332#0_0;29.81;13.63;0.00;0.00;240384794_0;57.86;8.50;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;12.00;0.122.0;1;146.34;1.29;0.00;3.08;passenger;;0;0.00;69209.188243;1048.554090;6.441890;29.609267;1.426137;0;29.749745
13.00;48484723_1;142.71;18.86;0.00;0.00;48484828#4_1;124.80;19.24;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;13.00;7.1122.0;0;222.93;1.15;0.00;0.45;taxi;;0;0.00;33224.998215;178.554760;1.555761;12.049654;0.510362;0;14.281937
19.00;53283046#0_0;165.89;21.79;0.00;0.00;192483968#1_0;0.00;22.40;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;19.00;0.182.0;0;368.27;1.34;0.00;1.87;passenger;;0;0.00;85867.260631;1100.286674;7.112567;35.499557;1.800337;0;36.910191
21.00;53292332#0_0;29.81;13.57;0.00;0.00;--199263543_0;32.57;14.05;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;192.35;1.26;0.00;8.11;passenger;;0;0.00;74301.302335;1229.624216;7.371469;31.534212;1.468264;0;31.938773
21.00;48484723_1;142.71;16.69;0.00;0.00;48484828#4_1;0.00;17.49;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;21.00;0.162.0;0;347.73;1.05;0.00;0.72;passenger;;0;0.00;44276.494441;249.038328;2.031188;16.093941;0.642464;0;19.032502
22.00;53283046#0_0;165.89;18.82;1.00;1.00;192483968#1_0;0.00;11.81;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;21.00;7.1132.0;0;368.27;1.19;0.00;2.07;taxi;;0;0.00;104673.838455;1168.817869;7.825026;42.388877;2.021406;0;44.994318
28.00;53281543_0;136.33;12.46;0.00;0.00;408074469#0_2;0.00;19.28;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;28.00;1.292.0;1;313.79;1.16;0.00;7.39;passenger;;1;1.00;75341.740978;1226.191153;7.378573;31.592607;1.459559;0;32.386058
30.00;48484723_1;142.71;19.48;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;10.21;bus;;0;0.00;659045.202424;958.978497;180.645645;4978.392837;102.957212;0;281.075857
33.00;28639939#0_0;139.89;15.81;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;33.00;0.283.0;1;333.86;1.16;0.00;12.35;passenger;;1;3.00;125744.855573;2181.477968;12.895865;53.219568;2.510618;0;54.052103
36.00;775830384_1;114.22;18.28;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;36.00;0.281.0;1;403.47;1.16;0.00;14.55;passenger;;1;6.00;134596.075345;2858.173593;16.216521;57.600832;2.833127;0;57.857107
