step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;622243784;0;1;89;245;15.84;1.11;-1.00;0.00;89;0;0.00;156
0;0;622243812;0;0;102;245;14.99;1.04;-1.00;0.13;102;0;1.00;143
0;0;622243813;0;2;121;245;14.23;0.97;-1.00;0.42;121;0;2.00;124
0;0;622243815;0;2;136;245;12.92;0.88;-1.00;0.71;136;0;3.00;109
0;0;622243816;0;5;147;245;12.14;0.82;-1.00;0.95;147;0;4.00;98
0;0;622243817;0;6;154;245;11.42;0.77;-1.00;1.14;154;0;5.00;91
0;0;622243819;0;8;165;245;10.60;0.71;-1.00;1.46;165;0;6.00;80
0;0;622243820;0;17;173;245;10.07;0.67;-1.00;1.72;173;0;7.00;72
0;0;622243822;0;21;185;246;9.57;0.63;-1.00;2.12;185;0;8.00;61
0;0;622243824;0;25;191;247;9.20;0.61;-1.00;2.34;191;0;9.00;56
0;0;622243827;0;25;195;247;9.04;0.60;-1.00;2.50;195;0;10.00;52
0;0;622243829;0;27;200;248;8.85;0.58;-1.00;2.66;200;0;11.00;48
1;0;622243832;1;30;203;248;8.68;0.57;12.00;2.80;202;0;12.00;45
1;0;622243834;1;33;208;248;8.55;0.56;12.00;3.04;207;0;13.00;40
2;0;622243837;2;35;212;248;8.49;0.55;13.00;3.25;210;0;14.00;36
2;0;622243840;2;40;216;252;8.45;0.55;13.00;3.34;214;0;15.00;36
2;0;622243843;2;45;218;252;8.47;0.55;13.00;3.45;216;0;16.00;34
2;0;622243845;2;54;226;252;8.23;0.53;13.00;3.93;224;0;17.00;26
2;0;622243848;2;58;227;255;8.33;0.53;13.00;4.00;225;0;18.00;28
3;0;622243851;3;64;229;255;8.32;0.53;15.00;4.13;226;0;19.00;26
4;0;622243854;4;65;233;255;8.26;0.52;16.25;4.40;229;0;20.00;22
5;0;622243857;5;75;239;259;8.58;0.54;17.20;4.45;234;0;21.00;20
6;0;622243860;6;76;242;260;8.64;0.54;17.83;4.61;236;0;22.00;18
6;0;622243863;6;79;244;260;8.72;0.55;17.83;4.69;238;0;23.00;16
6;0;622243873;6;84;246;264;8.66;0.54;17.83;4.66;240;0;24.00;18
6;0;622243876;6;84;251;264;8.55;0.54;17.83;4.88;245;0;25.00;13
7;0;622243879;7;85;253;264;8.65;0.54;19.00;4.95;246;0;26.00;11
7;0;622243882;7;88;253;265;8.67;0.54;19.00;4.95;246;0;27.00;12
7;0;622243885;7;92;254;265;8.54;0.53;19.00;4.98;247;0;28.00;11
7;0;622243888;7;95;259;271;8.38;0.52;19.00;4.91;252;0;29.00;12
8;0;622243893;8;96;260;271;8.34;0.52;20.00;5.00;252;0;30.00;11
8;0;622243896;8;97;261;272;8.25;0.51;20.00;4.99;253;0;31.00;11
8;0;622243899;8;101;263;272;8.14;0.51;20.00;5.19;255;0;32.00;9
9;0;622243902;9;106;263;272;8.04;0.50;21.44;5.19;254;0;33.00;9
10;0;622243906;10;106;263;272;7.99;0.50;22.70;5.19;253;0;34.00;9
11;0;622243908;11;108;263;272;7.87;0.49;23.18;5.19;252;0;35.00;9
11;0;622243912;11;113;274;284;8.22;0.51;23.18;5.05;263;0;36.00;10
11;0;622243916;11;116;275;284;8.20;0.51;23.18;5.17;264;0;37.00;9
