step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;6056436;0;1;89;245;16.08;1.13;-1.00;0.00;89;0;0.00;156
0;0;6056459;0;1;99;245;15.36;1.07;-1.00;0.10;99;0;1.00;146
0;0;6056460;0;3;120;245;14.41;0.98;-1.00;0.43;120;0;2.00;125
0;0;6056461;0;2;131;245;13.76;0.93;-1.00;0.65;131;0;3.00;114
0;0;6056462;0;3;146;245;12.72;0.85;-1.00;0.99;146;0;4.00;99
0;0;6056464;0;4;153;245;11.98;0.80;-1.00;1.18;153;0;5.00;92
0;0;6056465;0;5;169;245;11.19;0.75;-1.00;1.63;169;0;6.00;76
0;0;6056466;0;11;175;245;10.68;0.71;-1.00;1.82;175;0;7.00;70
0;0;6056468;0;14;185;246;10.00;0.66;-1.00;2.15;185;0;8.00;61
0;0;6056470;0;17;191;247;9.58;0.63;-1.00;2.37;191;0;9.00;56
0;0;6056471;0;21;196;247;9.22;0.61;-1.00;2.56;196;0;10.00;51
0;0;6056473;0;26;201;248;8.97;0.59;-1.00;2.72;201;0;11.00;47
0;0;6056475;0;36;204;248;8.84;0.58;-1.00;2.86;204;0;12.00;44
0;0;6056477;0;38;207;248;8.86;0.58;-1.00;3.00;207;0;13.00;41
2;0;6056480;2;41;212;248;8.72;0.57;14.00;3.26;210;0;14.00;36
2;0;6056482;2;48;215;252;8.63;0.56;14.00;3.30;213;0;15.00;37
2;0;6056485;2;50;219;252;8.58;0.55;14.00;3.53;217;0;16.00;33
2;0;6056487;2;57;221;252;8.50;0.55;14.00;3.65;219;0;17.00;31
2;0;6056489;2;62;225;255;8.68;0.55;14.00;3.91;223;0;18.00;30
3;0;6056492;3;64;228;255;8.74;0.55;15.67;4.11;225;0;19.00;27
4;0;6056494;4;71;231;255;8.71;0.55;16.75;4.31;227;0;20.00;24
5;0;6056497;5;72;237;259;8.81;0.55;17.60;4.37;232;0;21.00;22
5;0;6056499;5;72;239;260;8.91;0.56;17.60;4.46;234;0;22.00;21
6;0;6056502;6;77;242;260;8.81;0.55;18.33;4.61;236;0;23.00;18
6;0;6056504;6;79;245;264;8.66;0.54;18.33;4.67;239;0;24.00;19
7;0;6056507;7;82;247;264;8.60;0.54;19.29;4.73;240;0;25.00;17
7;0;6056509;7;85;250;264;8.48;0.53;19.29;4.89;243;0;26.00;14
7;0;6056512;7;88;251;265;8.27;0.51;19.29;4.88;244;0;27.00;14
7;0;6056514;7;95;252;265;8.06;0.50;19.29;4.98;245;0;28.00;13
7;0;6056517;7;97;257;271;7.92;0.49;19.29;4.90;250;0;29.00;14
8;0;6056522;8;99;258;271;7.71;0.48;20.38;5.00;250;0;30.00;13
8;0;6056524;8;101;260;272;7.57;0.47;20.38;5.08;252;0;31.00;12
8;0;6056527;8;100;260;272;7.53;0.47;20.38;5.08;252;0;32.00;12
9;0;6056530;9;104;261;272;7.45;0.46;21.78;5.19;252;0;33.00;11
10;0;6056532;10;107;262;272;7.55;0.47;23.00;5.30;252;0;34.00;10
11;0;6056535;11;115;262;272;7.68;0.48;23.55;5.30;251;0;35.00;10
11;0;6056538;11;117;272;284;8.12;0.50;23.55;5.10;261;0;36.00;12
11;0;6056542;11;118;272;284;8.15;0.51;23.55;5.10;261;0;37.00;12
11;0;6056544;11;119;274;284;8.12;0.51;23.55;5.31;263;0;38.00;10
12;0;6056547;12;120;274;284;8.01;0.50;24.50;5.31;262;0;39.00;10
12;0;6056550;12;123;275;284;7.95;0.49;24.50;5.37;263;0;40.00;9
13;0;6056552;13;126;275;284;7.92;0.49;25.38;5.37;262;0;41.00;9
13;0;6056555;13;130;282;288;7.91;0.49;25.38;5.49;269;0;42.00;6
14;0;6056558;14;132;282;288;7.72;0.48;26.50;5.49;268;0;43.00;6
15;0;6056560;15;135;287;292;7.63;0.47;27.47;5.49;272;0;44.00;5
17;0;6056563;17;138;288;294;7.50;0.46;28.71;5.47;271;0;45.00;6
17;0;6056566;17;140;289;294;7.44;0.46;28.71;5.45;272;0;46.00;5
17;0;6056569;17;137;290;294;7.41;0.46;28.71;5.47;273;0;47.00;4
18;0;6056571;18;143;300;307;7.66;0.48;28.61;5.29;282;0;48.00;7
18;0;6056575;18;145;301;307;7.57;0.47;28.61;5.29;283;0;49.00;6
18;0;6056577;18;146;302;307;7.46;0.47;28.61;5.28;284;0;50.00;5
19;0;6056580;19;148;303;308;7.43;0.46;29.79;5.27;284;0;51.00;5
19;0;6056584;19;150;304;309;7.34;0.46;29.79;5.25;285;0;52.00;5
20;0;6056586;20;152;304;309;7.41;0.46;30.90;5.25;284;0;53.00;5
20;0;6056589;20;154;307;312;7.41;0.46;30.90;5.20;287;0;54.00;5
20;0;6056592;20;155;307;312;7.32;0.46;30.90;5.20;287;0;55.00;5
23;0;6056594;23;143;307;312;7.21;0.45;31.61;5.20;284;0;56.00;5
23;0;6056597;23;139;307;312;7.10;0.44;31.61;5.20;284;0;57.00;5
23;0;6056599;23;140;313;318;7.11;0.44;31.61;5.12;290;0;58.00;5
26;0;6056602;26;138;313;318;6.98;0.43;33.81;5.12;287;0;59.00;5
26;0;6056607;26;143;313;318;7.01;0.43;33.81;5.12;287;0;60.00;5
26;0;6056609;26;146;313;318;7.07;0.44;33.81;5.12;287;0;61.00;5
28;0;6056612;28;150;317;322;7.08;0.43;35.75;5.07;289;0;62.00;5
29;0;6056615;29;151;318;323;7.22;0.44;36.55;5.05;289;0;63.00;5
31;0;6056618;31;155;318;323;7.27;0.44;38.06;5.05;287;0;64.00;5
31;0;6056620;31;155;319;324;7.39;0.45;38.06;5.04;288;0;65.00;5
33;0;6056623;33;158;319;324;7.33;0.45;38.30;5.04;286;0;66.00;5
33;0;6056626;33;148;319;324;7.48;0.46;38.30;5.04;286;0;67.00;5
33;0;6056629;33;144;319;324;7.64;0.46;38.30;5.04;286;0;68.00;5
34;0;6056631;34;140;319;324;7.72;0.47;39.21;5.04;285;0;69.00;5
34;0;6056634;34;135;319;324;7.88;0.48;39.21;5.04;285;0;70.00;5
34;0;6056637;34;130;319;324;8.09;0.49;39.21;5.04;285;0;71.00;5
34;0;6056640;34;133;351;394;8.34;0.51;39.21;4.58;317;0;72.00;43
34;0;6056647;34;126;352;395;8.53;0.52;39.21;4.57;318;0;73.00;43
34;0;6056651;34;119;358;395;8.83;0.54;39.21;4.53;324;0;74.00;37
34;0;6056654;34;119;360;395;9.00;0.55;39.21;4.52;326;0;75.00;35
34;0;6056657;34;117;362;395;9.21;0.56;39.21;4.52;328;0;76.00;33
34;0;6056664;34;117;364;395;9.35;0.57;39.21;4.52;330;0;77.00;31
36;0;6056667;36;119;366;395;9.47;0.58;41.36;4.53;330;0;78.00;29
36;0;6056675;36;122;368;395;9.56;0.58;41.36;4.54;332;0;79.00;27
37;0;6056678;37;123;370;396;9.51;0.58;41.92;4.56;333;0;80.00;26
37;0;6056684;37;120;372;397;9.51;0.58;41.92;4.58;335;0;81.00;25
37;0;6056688;37;122;374;397;9.50;0.58;41.92;4.61;337;0;82.00;23
39;0;6056691;39;131;380;401;9.35;0.57;44.03;4.58;341;0;83.00;21
39;0;6056695;39;129;381;401;9.33;0.57;44.03;4.60;342;0;84.00;20
39;0;6056698;39;129;382;401;9.31;0.57;44.03;4.63;343;0;85.00;19
40;0;6056702;40;131;383;401;9.19;0.56;45.05;4.65;343;0;86.00;18
41;0;6056705;41;130;388;407;9.07;0.55;46.07;4.64;347;0;87.00;19
41;0;6056709;41;130;390;407;8.99;0.55;46.07;4.68;349;0;88.00;17
41;0;6056712;41;133;391;407;8.87;0.54;46.07;4.68;350;0;89.00;16
44;0;6056717;44;130;395;413;8.74;0.53;48.95;4.63;351;0;90.00;18
44;0;6056721;44;132;395;413;8.66;0.52;48.95;4.63;351;0;91.00;18
48;0;6056725;48;130;397;413;8.57;0.52;52.42;4.61;349;0;92.00;16
50;0;6056728;50;131;398;414;8.46;0.51;54.04;4.61;348;0;93.00;16
50;0;6056732;50;129;399;415;8.52;0.52;54.04;4.60;349;0;94.00;16
51;0;6056736;51;127;399;415;8.54;0.52;54.84;4.60;348;0;95.00;16
52;0;6056739;52;126;409;428;8.54;0.52;55.63;4.48;357;0;96.00;19
55;0;6056744;55;116;409;428;8.62;0.53;56.58;4.48;354;0;97.00;19
57;0;6056753;57;110;410;428;8.80;0.54;58.04;4.48;353;0;98.00;18
58;0;6056756;58;106;413;429;8.95;0.55;58.74;4.58;355;0;99.00;16
58;0;6056761;58;101;413;429;9.17;0.56;58.74;4.58;355;0;100.00;16
59;0;6056769;59;99;416;433;9.49;0.58;59.34;4.55;357;0;101.00;17
61;0;6056773;61;95;416;433;9.67;0.59;60.70;4.55;355;0;102.00;17
62;0;6056777;62;93;420;437;9.80;0.60;61.05;4.52;358;0;103.00;17
63;0;6056782;63;87;420;437;10.02;0.61;61.67;4.52;357;0;104.00;17
65;0;6056786;65;83;420;437;10.30;0.63;62.83;4.52;355;0;105.00;17
67;0;6056791;67;77;420;437;10.53;0.64;64.07;4.52;353;0;106.00;17
67;0;6056795;67;71;420;437;10.76;0.66;64.07;4.52;353;0;107.00;17
67;0;6056799;67;68;430;449;10.91;0.67;64.07;4.41;363;0;108.00;19
67;0;6056804;67;64;431;449;11.06;0.68;64.07;4.40;364;0;109.00;18
67;0;6056809;67;64;432;449;11.19;0.68;64.07;4.40;365;0;110.00;17
67;0;6056813;67;63;433;449;11.17;0.68;64.07;4.64;366;0;111.00;16
