tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;53283046#0_0;165.89;18.93;0.00;0.00;192483968#1_0;161.06;19.16;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;12.00;7.1132.0;0;207.21;1.15;0.00;0.30;taxi;;0;0.00;23363.440010;122.146512;1.065796;8.427904;0.355024;0;10.042898
13.00;48484723_1;142.71;18.92;0.00;0.00;48484828#4_1;118.97;19.51;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;13.00;7.1122.0;0;228.76;1.17;0.00;0.47;taxi;;0;0.00;32332.765850;80.589900;1.101206;11.085997;0.436601;0;13.898448
20.00;48484723_1;142.71;17.56;0.00;0.00;48484828#4_1;0.00;18.85;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;20.00;0.162.0;0;347.73;1.13;0.00;0.83;passenger;;0;0.00;49448.931536;304.893652;2.508131;18.270684;0.779120;0;21.255863
21.00;53292332#0_0;29.81;11.23;0.00;0.00;--199263543_0;35.47;11.83;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;189.45;1.06;0.00;6.85;passenger;;0;0.00;75580.593400;1316.502462;7.792072;32.065669;1.480890;0;32.488750
23.00;53283046#0_0;165.89;16.45;0.00;0.00;192483968#1_0;0.00;17.53;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;23.00;0.182.0;0;368.27;1.05;0.00;1.25;passenger;;0;0.00;66923.935313;693.302657;4.764061;26.843193;1.234614;0;28.767459
24.00;53281543_0;136.33;12.88;0.00;0.00;408074469#0_2;0.00;20.98;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;24.00;1.292.0;1;313.79;1.26;0.00;4.76;passenger;;0;0.00;84569.329886;1075.370847;6.890544;34.185682;1.509219;0;36.352570
31.00;28639939#0_0;139.89;19.01;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;31.00;0.283.0;1;333.86;1.40;0.00;14.07;passenger;;1;4.00;133882.692695;2145.306856;12.993075;56.930047;2.749894;0;57.549960
31.00;48484723_1;142.71;19.59;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;28.00;2.150.0;0;335.63;1.20;0.00;10.86;bus;;0;0.00;682005.634221;1000.640223;191.839313;5162.314274;107.495184;0;290.869521
35.00;775830384_1;114.22;19.27;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;35.00;0.281.0;1;403.47;1.16;0.00;13.58;passenger;;1;6.00;142475.619741;2713.235203;15.658855;59.552906;2.855696;0;61.244176
36.00;53283046#0_1;165.89;19.61;7.00;7.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;11.04;bus;;0;0.00;681407.659120;1001.428981;191.775576;5161.001754;107.536051;0;290.613813
