step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;5222009;0;1;88;245;16.34;1.15;-1.00;0.00;88;0;0.00;157
0;0;5222038;0;1;99;245;15.63;1.08;-1.00;0.11;99;0;1.00;146
0;0;5222039;0;2;120;245;14.72;1.00;-1.00;0.44;120;0;2.00;125
0;0;5222041;0;2;135;245;13.90;0.93;-1.00;0.73;135;0;3.00;110
0;0;5222042;0;1;149;245;12.88;0.86;-1.00;1.03;149;0;4.00;96
0;0;5222043;0;6;160;245;11.99;0.80;-1.00;1.31;160;0;5.00;85
0;0;5222045;0;6;173;245;11.05;0.73;-1.00;1.66;173;0;6.00;72
0;0;5222046;0;12;180;245;10.35;0.69;-1.00;1.87;180;0;7.00;65
0;0;5222048;0;16;192;246;9.61;0.64;-1.00;2.25;192;0;8.00;54
0;0;5222050;0;21;197;247;9.35;0.62;-1.00;2.42;197;0;9.00;50
0;0;5222052;0;21;204;247;9.12;0.60;-1.00;2.68;204;0;10.00;43
1;0;5222054;1;26;208;248;8.70;0.57;11.00;2.79;207;0;11.00;40
1;0;5222056;1;29;213;248;8.59;0.56;11.00;3.01;212;0;12.00;35
2;0;5222058;2;35;216;248;8.24;0.54;12.00;3.15;214;0;13.00;32
2;0;5222061;2;37;219;248;8.12;0.53;12.00;3.26;217;0;14.00;29
2;0;5222063;2;41;222;252;8.00;0.52;12.00;3.23;220;0;15.00;30
2;0;5222066;2;50;225;252;7.89;0.51;12.00;3.40;223;0;16.00;27
2;0;5222069;2;55;228;252;7.83;0.50;12.00;3.58;226;0;17.00;24
3;0;5222071;3;59;230;255;7.88;0.50;14.00;3.63;227;0;18.00;25
3;0;5222074;3;65;233;255;7.90;0.50;14.00;3.83;230;0;19.00;22
3;0;5222076;3;70;236;255;7.93;0.50;14.00;4.03;233;0;20.00;19
4;0;5222079;4;71;240;259;8.14;0.51;15.75;3.98;236;0;21.00;19
5;0;5222082;5;75;241;260;8.27;0.52;17.00;3.97;236;0;22.00;19
5;0;5222085;5;79;244;260;8.22;0.52;17.00;4.20;239;0;23.00;16
5;0;5222088;5;83;249;264;8.19;0.51;17.00;4.31;244;0;24.00;15
5;0;5222091;5;86;250;264;8.26;0.52;17.00;4.40;245;0;25.00;14
5;0;5222093;5;86;251;264;8.21;0.51;17.00;4.43;246;0;26.00;13
6;0;5222096;6;89;252;265;8.12;0.51;18.17;4.42;246;0;27.00;13
7;0;5222099;7;91;253;265;8.15;0.50;19.57;4.51;246;0;28.00;12
7;0;5222102;7;92;259;271;8.10;0.50;19.57;4.47;252;0;29.00;12
7;0;5222107;7;94;259;271;8.15;0.51;19.57;4.47;252;0;30.00;12
8;0;5222109;8;98;261;272;8.10;0.51;20.63;4.56;253;0;31.00;11
8;0;5222113;8;101;261;272;8.14;0.51;20.63;4.56;253;0;32.00;11
10;0;5222116;10;103;261;272;8.07;0.50;23.10;4.56;251;0;33.00;11
10;0;5222118;10;106;262;272;8.05;0.50;23.10;4.67;252;0;34.00;10
10;0;5222121;10;110;263;272;8.02;0.50;23.10;4.79;253;0;35.00;9
11;0;5222124;11;113;273;284;8.20;0.51;23.73;4.74;262;0;36.00;11
11;0;5222129;11;116;275;284;8.08;0.50;23.73;4.95;264;0;37.00;9
12;0;5222133;12;119;276;284;8.05;0.50;24.58;4.93;264;0;38.00;8
12;0;5222137;12;120;278;284;8.01;0.50;24.58;5.01;266;0;39.00;6
12;0;5222142;12;124;278;284;7.89;0.49;24.58;5.01;266;0;40.00;6
13;0;5222145;13;127;280;284;7.59;0.48;25.46;5.05;267;0;41.00;4
13;0;5222148;13;129;285;288;7.54;0.47;25.46;4.99;272;0;42.00;3
14;0;5222151;14;134;285;288;7.42;0.46;26.50;4.99;271;0;43.00;3
16;0;5222154;16;135;288;292;7.40;0.46;27.25;4.95;272;0;44.00;4
19;0;5222157;19;141;291;294;7.37;0.46;29.37;4.91;272;0;45.00;3
19;0;5222160;19;145;291;294;7.28;0.45;29.37;4.91;272;0;46.00;3
19;0;5222163;19;142;291;294;7.26;0.45;29.37;4.91;272;0;47.00;3
19;0;5222166;19;147;301;307;7.50;0.47;29.37;4.74;282;0;48.00;6
19;0;5222169;19;146;301;307;7.40;0.46;29.37;4.74;282;0;49.00;6
19;0;5222172;19;147;302;307;7.36;0.46;29.37;4.74;283;0;50.00;5
20;0;5222175;20;147;303;308;7.31;0.46;30.40;4.72;283;0;51.00;5
20;0;5222178;20;149;304;309;7.25;0.45;30.40;4.71;284;0;52.00;5
21;0;5222181;21;153;304;309;7.20;0.45;31.48;4.71;283;0;53.00;5
22;0;5222183;22;154;306;312;7.31;0.45;32.50;4.68;284;0;54.00;6
24;0;5222188;24;158;306;312;7.22;0.45;33.33;4.68;282;0;55.00;6
