step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;4750692;0;1;89;245;16.01;1.13;-1.00;0.00;89;0;0.00;156
0;0;4750716;0;1;102;245;15.18;1.05;-1.00;0.13;102;0;1.00;143
0;0;4750717;0;2;123;245;14.18;0.97;-1.00;0.45;123;0;2.00;122
0;0;4750718;0;2;134;245;13.23;0.90;-1.00;0.66;134;0;3.00;111
0;0;4750719;0;4;148;245;12.04;0.81;-1.00;0.97;148;0;4.00;97
0;0;4750720;0;6;154;245;11.42;0.77;-1.00;1.13;154;0;5.00;91
0;0;4750721;0;11;166;245;10.68;0.71;-1.00;1.48;166;0;6.00;79
0;0;4750722;0;13;175;245;9.94;0.66;-1.00;1.77;175;0;7.00;70
0;0;4750724;0;17;181;246;9.56;0.64;-1.00;1.97;181;0;8.00;65
0;0;4750726;0;22;188;247;9.24;0.61;-1.00;2.23;188;0;9.00;59
0;0;4750727;0;21;197;247;9.01;0.60;-1.00;2.59;197;0;10.00;50
0;0;4750729;0;23;200;248;9.06;0.60;-1.00;2.67;200;0;11.00;48
1;0;4750731;1;28;205;248;8.96;0.59;12.00;2.89;204;0;12.00;43
2;0;4750733;2;31;209;248;8.89;0.58;12.50;3.09;207;0;13.00;39
2;0;4750736;2;39;213;248;8.86;0.58;12.50;3.29;211;0;14.00;35
2;0;4750738;2;40;218;252;8.83;0.57;12.50;3.43;216;0;15.00;34
2;0;4750741;2;44;219;252;8.93;0.57;12.50;3.49;217;0;16.00;33
2;0;4750743;2;50;226;252;8.86;0.57;12.50;3.91;224;0;17.00;26
2;0;4750746;2;53;227;255;8.92;0.57;12.50;3.97;225;0;18.00;28
3;0;4750748;3;63;229;255;8.88;0.56;14.67;4.10;226;0;19.00;26
4;0;4750751;4;69;234;255;8.83;0.56;16.00;4.41;230;0;20.00;21
6;0;4750753;6;70;239;259;8.95;0.56;17.50;4.36;233;0;21.00;20
6;0;4750756;6;75;243;260;8.93;0.56;17.50;4.52;237;0;22.00;17
6;0;4750759;6;81;246;260;8.82;0.55;17.50;4.66;240;0;23.00;14
7;0;4750761;7;84;250;264;8.59;0.54;18.43;4.68;243;0;24.00;14
7;0;4750764;7;86;253;264;8.51;0.53;18.43;4.76;246;0;25.00;11
7;0;4750767;7;89;253;264;8.39;0.52;18.43;4.76;246;0;26.00;11
7;0;4750769;7;94;255;265;8.31;0.52;18.43;4.93;248;0;27.00;10
7;0;4750772;7;98;256;265;8.16;0.51;18.43;5.02;249;0;28.00;9
7;0;4750774;7;99;262;271;8.09;0.50;18.43;5.04;255;0;29.00;9
7;0;4750779;7;101;262;271;8.03;0.50;18.43;5.04;255;0;30.00;9
10;0;4750782;10;105;265;272;7.80;0.48;21.90;5.22;255;0;31.00;7
10;0;4750785;10;105;265;272;7.83;0.49;21.90;5.22;255;0;32.00;7
10;0;4750787;10;107;266;272;7.85;0.49;21.90;5.29;256;0;33.00;6
10;0;4750790;10;110;266;272;7.96;0.49;21.90;5.29;256;0;34.00;6
10;0;4750792;10;113;266;272;8.13;0.50;21.90;5.29;256;0;35.00;6
11;0;4750795;11;118;279;284;8.34;0.52;22.64;5.14;268;0;36.00;5
11;0;4750799;11;120;279;284;8.36;0.52;22.64;5.14;268;0;37.00;5
12;0;4750802;12;122;280;284;8.35;0.52;23.50;5.16;268;0;38.00;4
12;0;4750804;12;124;281;284;8.28;0.51;23.50;5.15;269;0;39.00;3
