step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_teleports;step_time;step_waiting
0;0;211903004;0;1;91;246;15.82;1.11;-1.00;0.00;91;0;0.00;154
0;0;211903031;0;0;102;246;14.95;1.04;-1.00;0.11;102;0;1.00;143
0;0;211903032;0;1;123;246;14.04;0.96;-1.00;0.43;123;0;2.00;122
0;0;211903033;0;3;134;246;13.18;0.90;-1.00;0.64;134;0;3.00;111
0;0;211903034;0;3;148;246;12.12;0.82;-1.00;0.96;148;0;4.00;97
0;0;211903036;0;7;155;246;11.24;0.76;-1.00;1.14;155;0;5.00;90
0;0;211903037;0;8;168;246;10.65;0.71;-1.00;1.52;168;0;6.00;77
0;0;211903038;0;14;175;246;9.95;0.66;-1.00;1.74;175;0;7.00;70
0;0;211903040;0;17;181;247;9.64;0.64;-1.00;1.94;181;0;8.00;65
0;0;211903042;0;20;191;248;9.28;0.61;-1.00;2.31;191;0;9.00;56
0;0;211903044;0;22;196;248;9.20;0.61;-1.00;2.51;196;0;10.00;51
0;0;211903046;0;23;203;249;9.03;0.59;-1.00;2.75;203;0;11.00;45
1;0;211903048;1;26;207;249;8.90;0.59;12.00;2.93;206;0;12.00;41
1;0;211903050;1;34;211;249;8.92;0.58;12.00;3.12;210;0;13.00;37
2;0;211903053;2;38;219;249;8.72;0.57;13.00;3.52;217;0;14.00;29
2;0;211903055;2;40;223;253;8.60;0.56;13.00;3.57;221;0;15.00;29
2;0;211903058;2;40;225;253;8.62;0.55;13.00;3.68;223;0;16.00;27
2;0;211903061;2;49;229;253;8.63;0.55;13.00;3.85;227;0;17.00;23
2;0;211903064;2;53;233;256;8.71;0.55;13.00;4.02;231;0;18.00;22
4;0;211903067;4;58;235;256;8.57;0.54;16.00;4.14;231;0;19.00;20
4;0;211903070;4;64;237;256;8.54;0.54;16.00;4.28;233;0;20.00;18
4;0;211903073;4;64;241;260;8.72;0.55;16.00;4.22;237;0;21.00;18
7;0;211903076;7;71;243;261;8.62;0.54;18.43;4.28;236;0;22.00;17
7;0;211903079;7;75;247;261;8.51;0.53;18.43;4.53;240;0;23.00;13
7;0;211903082;7;80;251;265;8.47;0.53;18.43;4.46;244;0;24.00;13
7;0;211903085;7;85;253;265;8.45;0.53;18.43;4.62;246;0;25.00;11
7;0;211903088;7;89;254;265;8.37;0.52;18.43;4.70;247;0;26.00;10
7;0;211903090;7;92;255;266;8.32;0.52;18.43;4.79;248;0;27.00;10
7;0;211903093;7;96;255;266;8.35;0.52;18.43;4.79;248;0;28.00;10
7;0;211903096;7;96;261;272;8.35;0.52;18.43;4.81;254;0;29.00;10
7;0;211903101;7;100;262;272;8.27;0.51;18.43;4.84;255;0;30.00;9
8;0;211903105;8;99;263;273;8.20;0.51;19.63;4.83;255;0;31.00;9
8;0;211903110;8;100;265;273;8.16;0.50;19.63;4.92;257;0;32.00;7
8;0;211903115;8;102;266;273;8.08;0.50;19.63;5.03;258;0;33.00;6
8;0;211903118;8;108;266;273;8.05;0.50;19.63;5.03;258;0;34.00;6
8;0;211903121;8;112;267;273;8.03;0.50;19.63;5.11;259;0;35.00;5
10;0;211903123;10;117;278;285;8.18;0.51;22.20;4.97;268;0;36.00;6
11;0;211903128;11;119;278;285;8.21;0.51;23.55;4.97;267;0;37.00;6
11;0;211903132;11;120;280;285;8.27;0.51;23.55;4.98;269;0;38.00;4
11;0;211903141;11;122;281;285;8.26;0.51;23.55;4.98;270;0;39.00;3
12;0;211903144;12;124;281;285;8.16;0.50;24.58;4.98;269;0;40.00;3
12;0;211903147;12;128;281;285;7.99;0.50;24.58;4.98;269;0;41.00;3
13;0;211903150;13;130;285;289;7.87;0.49;25.54;4.92;272;0;42.00;3
13;0;211903153;13;132;285;289;7.73;0.48;25.54;4.92;272;0;43.00;3
13;0;211903156;13;133;289;293;7.75;0.48;25.54;4.87;276;0;44.00;3
13;0;211903159;13;134;291;295;7.77;0.49;25.54;4.83;278;0;45.00;3
13;0;211903162;13;139;291;295;7.74;0.48;25.54;4.83;278;0;46.00;3
